Player,Year,height,weight,hand,arm,forty,ten_split,vertical,broad,cone,shuttle,bench,bmi,speed_score,burst_score,agility_score,n_drills,elite_forty,elite_burst,elite_agility,big_bodied,pick,undrafted,log_pick,round,nfl_entry_age,has_college,best_dom,final_dom,first_dom,best_ydshare,final_ydshare,career_yds,best_yds,career_rec,career_ypr,best_long,td_rate,rush_yds_career,n_seasons,n_seasons_20,n_seasons_30,alpha,final_rank,dom_growth,final_spike,college_entry_age,breakout_age,dom_age19,dom_age20,age_final_season,early_declare,best_ppa,final_ppa,avg_ppa,best_ppa_pass,best_usage,final_usage,team_sp_off,team_sp_overall,team_sp_def,team_sos,team_sp_off_final,team_recruit_rank,power5,conf_g5,n_teams,col_qb_ypa,col_qb_td,col_qb_drafted,was_returner,transferred,recruit_stars,recruit_rating,recruit_rank,blue_chip,ret_yds,ret_td,ret_avg,height_p,weight_p,hand_p,arm_p,forty_p,ten_split_p,vertical_p,broad_p,cone_p,shuttle_p,speed_score_p,burst_score_p,ras,explosion_p,catch_radius,prod_p,recruit_p,prod_over_recruit
Sammie Coates,2015,73.38,212.0,9.38,33.38,4.43,1.55,41.0,131.0,6.98,4.06,23.0,27.678067944720528,110.09078075109203,51.916666666666664,11.04,8,1,1,0,0,87.0,0,4.465908118654584,3.0,21.754962354551676,1,0.3612097440132122,0.2754855565414571,0.155335284725918,0.3724194880264244,0.3287488908606921,1757.0,902.0,82.0,21.426829268292682,88.0,0.15853658536585366,0.0,3.0,2.0,1.0,1.0,1.0,0.12015027181553911,0.8215077605321508,19.0,20.542094455852155,0.0,0.155335284725918,21.541409993155373,1.0,1.2,0.592,0.8959999999999999,1.2,0.083,0.083,46.8,25.2,23.4,0.79,45.2,11.0,1.0,0.0,1.0,8.3,14.0,0.0,0.0,0.0,3.0,0.8824,340.0,0.0,,,,0.5640569395017794,0.7820284697508897,0.5064814814814815,0.9064814814814814,0.7451737451737451,0.39389920424403185,0.9456740442655935,0.8959183673469387,0.5190735694822888,0.9520725388601037,0.8893203883495145,0.946058091286307,75.38531934353463,0.9103042666540156,0.7306734866825839,0.7290552584670231,0.5435244161358811,0.18553084233114203
Tyler Lockett,2015,69.88,182.0,8.38,30.0,4.4,1.55,35.5,121.0,6.89,4.07,,26.201184203585253,97.11597568472096,45.583333333333336,10.96,7,1,0,1,0,69.0,0,4.23410650459726,3.0,22.258726899383984,1,0.4660219103046902,0.4418873940973838,0.1807753649858913,0.4320438206093803,0.4055139186295503,3710.0,1515.0,249.0,14.899598393574298,90.0,0.11646586345381527,192.0,4.0,3.0,2.0,1.0,1.0,0.2611120291114925,1.200475435816165,18.0,20.046543463381244,0.1807753649858913,0.2524109792284866,22.04517453798768,0.0,1.058,0.802,0.93,1.081,0.163,0.163,37.7,16.3,23.2,0.846,37.7,64.0,1.0,0.0,1.0,8.8,22.0,0.0,1.0,0.0,3.0,0.8522,733.0,0.0,2684.0,6.0,23.964285714285715,0.10498220640569395,0.11565836298932385,0.026851851851851852,0.08981481481481482,0.8445945945945946,0.39389920424403185,0.48893360160965793,0.35612244897959183,0.6839237057220708,0.9378238341968912,0.4825242718446602,0.4657676348547718,41.59080443423295,0.44252677414463665,0.17764561867050463,0.9358288770053476,0.37367303609341823,0.5621558409119294
Tyquan Thornton,2022,74.38,181.0,8.25,33.25,4.28,1.51,36.5,130.0,,,,22.99966719593816,107.87815107859535,47.333333333333336,,5,1,0,0,0,50.0,0,3.912023005428146,2.0,21.401779603011637,1,0.3750586235197561,0.3750586235197561,0.114846727224792,0.3334505803728456,0.3334505803728456,2242.0,948.0,143.0,15.678321678321678,78.0,0.13286713286713286,-9.0,4.0,2.0,1.0,1.0,1.0,0.2602118962949641,1.2122762148337596,17.0,19.186858316221766,0.2136598058433678,0.2136598058433678,21.188227241615333,0.0,0.806,0.679,0.5707500000000001,0.806,0.104,0.104,33.1,15.6,17.1,,33.1,54.0,1.0,0.0,1.0,8.0,18.0,0.0,1.0,0.0,4.0,0.8971,322.0,1.0,138.0,0.0,17.25,0.7330960854092526,0.10142348754448399,0.011111111111111112,0.8888888888888888,0.9884169884169884,0.8143236074270557,0.6247484909456741,0.8714285714285714,,,0.8524271844660194,0.6846473029045643,65.7051171854261,0.7828680822800883,0.5644611440887317,0.786096256684492,0.554140127388535,0.231956129295957
Terrace Marshall Jr.,2021,74.5,205.0,9.5,32.75,4.4,,39.0,125.0,,,19.0,25.965497049682448,109.38887371081208,49.416666666666664,,6,1,1,0,0,59.0,0,4.07753744390572,2.0,20.56399726214921,1,0.3276607900750898,0.3276607900750898,0.0323232323232323,0.2386549134835129,0.2386549134835129,1594.0,731.0,106.0,15.037735849056604,75.0,0.2169811320754717,0.0,3.0,1.0,1.0,1.0,1.0,0.2953375577518575,1.0894187779433682,18.0,20.35044490075291,0.1622512681514379,0.3276607900750898,20.35044490075291,1.0,0.893,0.68,0.7326666666666667,0.893,0.13,0.13,33.8,6.0,28.3,,33.8,5.0,1.0,0.0,1.0,7.1,8.0,0.0,0.0,0.0,5.0,0.993,13.0,1.0,,,,0.7508896797153025,0.6192170818505338,0.5944444444444444,0.7944444444444444,0.8445945945945946,,0.8501006036217303,0.6551020408163265,,,0.8757281553398059,0.8371369294605809,75.79619971430849,0.7936435999259542,0.7474697930564804,0.6078431372549019,0.970276008492569,-0.3624328712376671
Leonte Carroo,2016,71.88,211.0,9.63,31.38,4.5,1.56,35.5,120.0,,,14.0,28.709236534395888,102.91114159426917,45.5,,6,0,0,0,0,86.0,0,4.454347296253507,3.0,21.935660506502394,1,0.4259345546966006,0.4259345546966006,0.2825735315940997,0.3673883626522327,0.3255533199195171,2373.0,1086.0,122.0,19.450819672131146,78.0,0.23770491803278687,0.0,3.0,3.0,2.0,1.0,1.0,0.14336102310250087,0.7449355432780848,19.0,19.72347707049966,0.0,0.2825735315940997,21.72210814510609,1.0,1.133,1.133,1.036,1.133,0.102,0.102,32.0,-1.5,33.1,0.868,29.3,48.0,1.0,0.0,1.0,8.7,22.0,0.0,1.0,0.0,4.0,0.9294,174.0,1.0,-4.0,0.0,-4.0,0.3185053380782918,0.7588967971530249,0.687037037037037,0.38333333333333336,0.5057915057915058,0.2957559681697613,0.48893360160965793,0.29183673469387755,,,0.7048543689320388,0.4553941908713693,48.90338875669899,0.49520823507852474,0.46945232751458,0.8877005347593583,0.6794055201698513,0.20829501458950694
Calvin Ridley,2018,72.5,189.0,9.13,31.625,4.43,1.53,31.0,110.0,6.88,4.41,15.0,25.277907253269916,98.14696963186977,40.166666666666664,11.29,8,1,0,1,0,26.0,0,3.258096538021482,1.0,23.033538672142367,1,0.3124516370040291,0.2678307659843849,0.3124516370040291,0.3570901033973412,0.3570901033973412,2781.0,1045.0,224.0,12.415178571428571,81.0,0.08482142857142858,40.0,3.0,3.0,1.0,1.0,1.0,-0.04462087101964424,0.9253588516746412,20.0,20.8186173853525,0.0,0.0,22.819986310746064,0.0,0.627,0.627,0.496,0.634,0.114,0.104,37.7,29.0,9.1,0.777,38.7,1.0,1.0,0.0,1.0,7.9,21.0,0.0,1.0,0.0,5.0,0.9931,12.0,1.0,4.0,0.0,1.3333333333333333,0.41459074733096085,0.2313167259786477,0.31574074074074077,0.4462962962962963,0.7451737451737451,0.616710875331565,0.07344064386317907,0.01020408163265306,0.7043596730245232,0.18393782383419688,0.5194174757281553,0.052904564315352696,35.95077827708346,0.20102073374132914,0.3125171070577943,0.5222816399286988,0.9745222929936306,-0.4522406530649318
Drake London,2022,75.88,219.0,9.38,33.0,,,,,,,,26.73897747713075,,,,2,0,0,0,1,8.0,0,2.0794415416798357,1.0,20.44079397672827,1,0.3180633147113594,0.3180633147113594,0.1363770250368188,0.3027932960893855,0.3027932960893855,2153.0,1084.0,160.0,13.45625,65.0,0.09375,2.0,3.0,2.0,1.0,1.0,1.0,0.1816862896745406,1.911816578483245,18.0,19.227926078028748,0.2192373818003193,0.3180633147113594,20.227241615331966,1.0,1.336,0.637,0.985,1.336,0.214,0.214,32.3,-0.6,33.4,,32.3,55.0,1.0,0.0,1.0,7.2,11.0,0.0,0.0,0.0,4.0,0.9087,258.0,1.0,,,,0.9110320284697508,0.895017793594306,0.5064814814814815,0.850925925925926,,,,,,,,,79.08643073678661,,0.7561464786257194,0.5543672014260249,0.6029723991507431,-0.04860519772471816
A.J. Brown,2019,72.5,226.0,9.75,32.88,4.49,,36.5,120.0,7.0,4.25,19.0,30.226492271105826,111.21236356823478,46.5,11.25,8,0,0,0,0,51.0,0,3.9318256327243257,2.0,21.505817932922657,1,0.35527150469424,0.2977500108276668,0.0915488126390481,0.3227727489280609,0.3227727489280609,3019.0,1355.0,189.0,15.973544973544973,84.0,0.10052910052910052,0.0,3.0,2.0,1.0,1.0,1.0,0.20620119818861868,1.0822683706070289,19.0,20.292950034223136,0.0915488126390481,0.35527150469424,21.29226557152635,1.0,1.042,0.706,0.7686666666666667,1.042,0.13,0.13,42.1,9.8,31.2,0.786,42.1,31.0,1.0,0.0,1.0,9.3,18.0,0.0,1.0,0.0,4.0,0.9803,36.0,1.0,92.0,0.0,7.076923076923077,0.41459074733096085,0.9635231316725978,0.7546296296296297,0.8240740740740741,0.5395752895752896,,0.6247484909456741,0.29183673469387755,0.47275204359673023,0.572538860103627,0.9145631067961165,0.5778008298755186,63.187572166309955,0.6103827774785561,0.6545107354950847,0.7165775401069518,0.9193205944798302,-0.20274305437287832
Tee Higgins,2020,75.63,216.0,9.25,34.13,4.59,,31.0,10.0,,4.53,,26.547331648582688,97.32692554024185,31.833333333333332,,6,0,0,0,1,33.0,0,3.4965075614664802,2.0,20.95277207392197,1,0.2974132947976878,0.2974132947976878,0.111143820585559,0.2698265895953757,0.2698265895953757,2448.0,1167.0,135.0,18.133333333333333,78.0,0.2,36.0,3.0,2.0,0.0,1.0,1.0,0.1862694742121288,1.2467948717948718,18.0,19.73990417522245,0.111143820585559,0.2739901191514095,20.739219712525667,1.0,1.214,1.064,1.016,1.214,0.087,0.08,43.5,28.1,14.6,,43.5,7.0,1.0,0.0,1.0,9.0,36.0,1.0,1.0,0.0,5.0,0.9899,19.0,1.0,3.0,0.0,3.0,0.8896797153024911,0.8620996441281139,0.40555555555555556,0.9768518518518519,0.20077220077220076,,0.07344064386317907,0.0020408163265306124,,0.05829015544041451,0.49514563106796117,0.002074688796680498,39.659509031049794,0.19020903041922363,0.5863819416432694,0.4741532976827095,0.9617834394904459,-0.4876301418077364
Jaelen Strong,2015,74.38,217.0,9.0,32.5,4.44,1.57,42.0,123.0,7.34,4.21,,27.574186638224205,111.67548546051955,52.25,11.55,7,1,1,0,1,70.0,0,4.248495242049359,3.0,20.933607118412045,1,0.3108664725732812,0.3108664725732812,0.2756849315068493,0.327615298087739,0.327615298087739,2287.0,1165.0,157.0,14.566878980891719,77.0,0.10828025477707007,0.0,2.0,2.0,1.0,1.0,1.0,0.0351815410664319,1.0383244206773619,19.0,19.720739219712527,0.0,0.2756849315068493,20.720054757015742,1.0,1.012,0.595,0.8035,1.012,0.139,0.139,36.1,13.5,23.3,0.891,36.1,39.0,1.0,0.0,1.0,7.6,22.0,0.0,1.0,0.0,,,,,48.0,0.0,16.0,0.7330960854092526,0.8718861209964412,0.20185185185185187,0.7324074074074074,0.7055984555984556,0.22546419098143236,0.9728370221327968,0.48775510204081635,0.055858310626702996,0.6619170984455959,0.9223300970873787,0.9585062240663901,62.74589972203768,0.7943074070869972,0.6600480917003272,0.5133689839572193,,
Taywan Taylor,2017,71.0,203.0,9.25,32.63,4.5,1.56,33.5,132.0,6.57,4.21,13.0,28.309660781590956,99.00929736320683,44.5,10.780000000000001,8,0,0,1,0,72.0,0,4.276666119016055,3.0,21.83709787816564,1,0.3857602188638864,0.3857602188638864,0.0429936305732484,0.3667585329658681,0.3667585329658681,4234.0,1730.0,253.0,16.73517786561265,80.0,0.16205533596837945,38.0,4.0,2.0,2.0,1.0,1.0,0.342766588290638,1.1792774369461485,18.0,20.621492128678987,0.0429936305732484,0.1502407374787152,21.623545516769337,0.0,1.029,0.797,0.814,1.029,0.144,0.144,40.7,15.5,25.8,0.931,40.7,111.0,0.0,1.0,1.0,10.5,37.0,1.0,1.0,0.0,2.0,0.7667,2564.0,0.0,81.0,0.0,13.5,0.21263345195729538,0.552491103202847,0.40555555555555556,0.7694444444444445,0.5057915057915058,0.2957559681697613,0.24647887323943662,0.9193877551020408,0.989100817438692,0.6619170984455959,0.5601941747572815,0.3537344398340249,53.93737656615401,0.5753536010329197,0.40852808129918294,0.8253119429590018,0.04670912951167728,0.7786028134473245
Dyami Brown,2021,72.0,189.0,,,4.46,,35.0,128.0,6.87,4.35,18.0,25.630208333333336,95.53276880501686,45.666666666666664,11.219999999999999,6,0,0,1,0,82.0,0,4.406719247264253,3.0,21.169062286105408,1,0.2929742485716651,0.2796296462278949,0.0671345545119609,0.3011947763267574,0.3011947763267574,2291.0,1084.0,122.0,18.778688524590162,87.0,0.1721311475409836,2.0,3.0,2.0,0.0,1.0,1.0,0.21249509171593398,1.0483558994197293,18.0,19.953456536618756,0.0671345545119609,0.2929742485716651,20.955509924709105,1.0,0.911,0.911,0.6276666666666667,0.911,0.105,0.105,43.7,18.0,25.6,,43.7,30.0,1.0,0.0,1.0,10.3,30.0,1.0,0.0,0.0,4.0,0.9272,181.0,1.0,,,,0.34341637010676157,0.2313167259786477,,,0.6361003861003861,,0.42655935613682094,0.8061224489795918,0.723433242506812,0.29533678756476683,0.4155339805825243,0.47614107883817425,48.37733751993872,0.5494052618996457,0.38498786312179123,0.45811051693404636,0.6666666666666666,-0.20855614973262027
Treylon Burks,2022,73.88,224.0,9.75,33.5,4.55,1.54,33.0,122.0,7.28,4.4,12.0,28.85024926650543,104.52794861961353,43.166666666666664,11.68,8,0,0,0,0,18.0,0,2.8903717578961645,1.0,21.776865160848732,1,0.4484897518878101,0.4484897518878101,0.1025917926565874,0.3969795037756203,0.3969795037756203,2399.0,1104.0,146.0,16.431506849315067,91.0,0.1232876712328767,222.0,3.0,2.0,2.0,1.0,1.0,0.3458979592312227,1.3463414634146342,19.0,20.56399726214921,0.0,0.1025917926565874,21.56331279945243,1.0,0.918,0.918,0.6646666666666667,1.035,0.139,0.124,34.3,13.8,21.3,,34.3,30.0,1.0,0.0,1.0,9.1,21.0,0.0,1.0,0.0,4.0,0.9544,104.0,1.0,360.0,0.0,14.4,0.6379003558718861,0.9501779359430605,0.7546296296296297,0.9268518518518518,0.3310810810810811,0.4946949602122016,0.20020120724346077,0.4204081632653061,0.10354223433242507,0.2033678756476684,0.7669902912621359,0.22406639004149378,50.11593313651835,0.46253322059030094,0.6298957611492071,0.9180035650623886,0.7717622080679406,0.14624135699444796
Denzel Mims,2020,74.88,207.0,9.38,33.88,4.38,1.51,38.5,131.0,6.66,4.43,16.0,25.953384389381988,112.48740527430714,49.416666666666664,11.09,8,1,1,1,0,59.0,0,4.07753744390572,2.0,22.2258726899384,1,0.3928171380565668,0.3928171380565668,0.0032858707557502,0.3148899188876013,0.2856342761131336,2925.0,1087.0,186.0,15.725806451612904,71.0,0.15053763440860216,-6.0,4.0,3.0,2.0,1.0,1.0,0.3895312673008166,0.9383624655013799,18.0,20.01368925393566,0.0032858707557502,0.3313580029220615,22.012320328542096,0.0,0.844,0.715,0.50375,0.837,0.128,0.119,26.9,-1.4,29.0,0.858,34.7,40.0,1.0,0.0,1.0,7.7,11.0,0.0,1.0,0.0,3.0,0.8792,428.0,0.0,18.0,0.0,18.0,0.8051601423487544,0.6797153024911032,0.5064814814814815,0.962037037037037,0.8947876447876448,0.8143236074270557,0.8118712273641852,0.8959183673469387,0.9495912806539509,0.16321243523316062,0.9339805825242719,0.8371369294605809,77.11846698463471,0.8805900590784653,0.7713874720578646,0.8377896613190731,0.4883227176220807,0.3494669436969924
Corey Coleman,2016,70.63,194.0,9.0,30.25,4.4,,40.5,129.0,,,17.0,27.33874929842498,103.5192268287685,51.25,,6,1,1,0,0,15.0,0,2.70805020110221,1.0,21.489390828199863,1,0.4083301130325572,0.4083301130325572,0.0850195862406659,0.3621147715196599,0.3621147715196599,3009.0,1363.0,173.0,17.393063583815028,81.0,0.1907514450867052,164.0,3.0,2.0,1.0,1.0,1.0,0.32331052679189126,1.2180518319928508,19.0,20.27652292950034,0.0850195862406659,0.262352986734231,21.27583846680356,1.0,0.959,0.719,0.8073333333333332,0.959,0.135,0.135,45.1,19.5,24.1,0.878,45.1,25.0,1.0,0.0,1.0,10.5,29.0,0.0,1.0,0.0,4.0,0.9371,154.0,1.0,660.0,1.0,23.571428571428573,0.17704626334519574,0.33629893238434166,0.20185185185185187,0.1259259259259259,0.8445945945945946,,0.9275653923541247,0.8428571428571429,,,0.7262135922330097,0.9221991701244814,56.71725406300743,0.8322120424814258,0.3580973583692746,0.8663101604278075,0.7070063694267515,0.15930379100105596
Christian Watson,2022,76.13,208.0,10.13,32.5,4.36,1.46,38.5,136.0,,,,25.229404534187648,115.1190967980944,49.833333333333336,,5,1,1,0,0,34.0,0,3.5263605246161616,2.0,22.642026009582477,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7667,3176.0,0.0,,,,0.9457295373665481,0.6948398576512456,0.9277777777777778,0.7324074074074074,0.9218146718146718,0.980106100795756,0.8118712273641852,0.986734693877551,,,0.9631067961165048,0.8578838174273858,88.22271887599034,0.9205709057860804,0.8544464874789797,,0.012738853503184714,
David Bell,2022,72.88,212.0,9.25,31.88,4.68,1.59,33.0,118.0,7.14,4.57,,28.059146593470945,88.38578923861701,42.833333333333336,11.71,7,0,0,0,0,99.0,0,4.59511985013459,3.0,21.048596851471594,1,0.4352211434735706,0.2248917748917749,0.2598399643953232,0.337108953613808,0.2783549783549783,2946.0,1286.0,232.0,12.698275862068966,89.0,0.09051724137931035,51.0,3.0,3.0,1.0,1.0,1.0,-0.034948189503548305,1.242512077294686,18.0,18.833675564681723,0.2598399643953232,0.4352211434735706,20.83504449007529,1.0,0.871,0.871,0.6396666666666667,0.848,0.187,0.15,32.6,10.3,21.1,,32.6,33.0,1.0,0.0,1.0,8.4,28.0,1.0,0.0,0.0,4.0,0.9495,113.0,1.0,,,,0.46174377224199287,0.7820284697508897,0.40555555555555556,0.5351851851851852,0.05791505791505792,0.11671087533156499,0.20020120724346077,0.19387755102040816,0.2356948228882834,0.03238341968911917,0.18058252427184465,0.1950207468879668,28.307493233177745,0.19155376084523787,0.40067143005654854,0.9037433155080213,0.7558386411889597,0.14790467431906162
Jahan Dotson,2022,70.63,178.0,9.5,30.75,4.43,1.55,36.0,121.0,7.28,,,25.084007088245595,92.43471214006783,46.083333333333336,,6,1,0,0,0,16.0,0,2.772588722239781,1.0,21.779603011635867,1,0.4276352838785645,0.4092924663420223,0.0349157206742346,0.3846823324630113,0.3385849326840446,2757.0,1182.0,183.0,15.065573770491802,86.0,0.1366120218579235,18.0,4.0,2.0,2.0,1.0,1.0,0.3743767456677877,1.33710407239819,18.0,20.566735112936346,0.0349157206742346,0.1848105665623913,21.56605065023956,0.0,0.896,0.698,0.80775,0.896,0.145,0.145,28.0,14.3,14.6,,28.0,15.0,1.0,0.0,1.0,7.3,21.0,1.0,1.0,0.0,4.0,0.9228,192.0,1.0,340.0,1.0,14.166666666666666,0.17704626334519574,0.06850533807829182,0.5944444444444444,0.22592592592592592,0.7451737451737451,0.39389920424403185,0.5543259557344065,0.35612244897959183,0.10354223433242507,,0.30097087378640774,0.5228215767634855,36.752527370981376,0.403806426166802,0.38793564736249314,0.893048128342246,0.6602972399150743,0.23275088842717173
Justin Watson,2018,74.38,215.0,9.25,33.75,4.44,,40.0,124.0,7.08,4.26,20.0,27.320046669208313,110.64621831341799,50.333333333333336,11.34,8,1,1,0,1,144.0,0,4.969813299576001,5.0,21.744010951403148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.84,1076.0,0.0,,,,0.7330960854092526,0.8416370106761566,0.40555555555555556,0.9518518518518518,0.7055984555984556,,0.9104627766599598,0.573469387755102,0.3242506811989101,0.538860103626943,0.8990291262135922,0.8858921161825726,70.63366500662138,0.7943204302095513,0.7502415673691549,,0.2760084925690021,
Will Fuller,2016,72.13,186.0,8.25,30.75,4.32,1.47,33.5,126.0,6.93,4.27,10.0,25.132541297638944,106.80902548448461,44.0,11.2,8,1,0,0,0,21.0,0,3.044522437723423,1.0,21.711156741957563,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.9029,279.0,1.0,,,,0.37455516014234874,0.17882562277580072,0.011111111111111112,0.22592592592592592,0.9671814671814671,0.9734748010610079,0.24647887323943662,0.713265306122449,0.6253405994550408,0.5051813471502591,0.8310679611650486,0.2863070539419087,49.48929357726504,0.5969373801756447,0.2145177676047056,,0.5796178343949044,
Tylan Wallace,2021,71.38,194.0,9.75,30.375,4.5,,33.0,112.0,6.97,4.25,11.0,26.76726310063441,94.61972260326169,42.333333333333336,11.219999999999999,8,0,0,0,0,131.0,0,4.875197323201151,4.0,21.639972621492127,1,0.363387297633873,0.3410012674271229,0.0116623838703301,0.3631382316313823,0.3486692015209126,3396.0,1458.0,204.0,16.647058823529413,90.0,0.12745098039215685,13.0,4.0,3.0,3.0,1.0,1.0,0.3293388835567928,0.6289437585733882,18.0,19.42505133470226,0.363387297633873,0.363387297633873,21.426420260095824,0.0,1.077,0.728,0.8427499999999999,1.077,0.136,0.12,42.0,13.8,28.9,0.892,30.7,38.0,1.0,0.0,1.0,8.2,32.0,0.0,1.0,0.0,4.0,0.9442,121.0,1.0,22.0,0.0,4.4,0.26334519572953735,0.33629893238434166,0.7546296296296297,0.14351851851851852,0.5057915057915058,,0.20020120724346077,0.02959183673469388,0.5422343324250681,0.572538860103627,0.36699029126213595,0.14937759336099585,35.131980938031944,0.1989277784134302,0.34042363778028656,0.7379679144385026,0.7462845010615711,-0.008316586623068445
Stefon Diggs,2015,72.0,195.0,10.0,31.25,4.46,1.53,35.0,115.0,7.03,4.32,11.0,26.44386574074074,98.56555511628724,44.583333333333336,11.350000000000001,8,0,0,0,0,146.0,0,4.983606621708336,5.0,21.089664613278575,1,0.3708768239070044,0.2698953986433075,0.3708768239070044,0.3888124713434204,0.2766329025497729,2227.0,848.0,150.0,14.846666666666666,77.0,0.09333333333333334,187.0,3.0,2.0,1.0,1.0,1.0,-0.10098142526369686,0.9339622641509434,18.0,18.87748117727584,0.3708768239070044,0.3708768239070044,20.876112251882272,1.0,0.981,0.406,0.6935,1.158,0.15,0.15,17.6,-7.8,23.3,0.893,30.4,50.0,1.0,0.0,1.0,7.9,8.0,0.0,1.0,0.0,5.0,0.9969,8.0,1.0,1692.0,2.0,20.3855421686747,0.34341637010676157,0.3540925266903915,0.8787037037037037,0.34074074074074073,0.6361003861003861,0.616710875331565,0.42655935613682094,0.09489795918367347,0.40463215258855584,0.37823834196891193,0.5359223300970873,0.3651452282157676,44.79299975720304,0.3524598818058606,0.4973550426720067,0.768270944741533,0.9883227176220807,-0.22005177288054767
Gabriel Davis,2020,74.0,216.0,9.25,32.25,4.54,,35.0,124.0,7.08,4.59,14.0,27.72972972972973,101.68580600610686,45.333333333333336,11.67,8,0,0,0,1,128.0,0,4.852030263919617,,,1,0.3161487191841323,0.3161487191841323,0.0979596568513795,0.2989641050349313,0.2989641050349313,2447.0,1241.0,152.0,16.098684210526315,80.0,0.1513157894736842,0.0,3.0,2.0,1.0,1.0,1.0,0.2181890623327528,1.5226993865030676,,,,,,,0.78,0.78,0.6933333333333334,0.78,0.122,0.122,37.3,19.1,18.1,,37.3,62.0,0.0,1.0,1.0,9.2,29.0,1.0,0.0,0.0,3.0,0.8122,1826.0,0.0,,,,0.6708185053380783,0.8620996441281139,0.40555555555555556,0.6638888888888889,0.37065637065637064,,0.42655935613682094,0.573469387755102,0.3242506811989101,0.019430051813471502,0.6601941747572816,0.43983402489626555,49.243242192044164,0.5534076395497349,0.541705576479836,0.5401069518716578,0.12101910828025478,0.41908784359140305
