Player,Year,win3_full,win5_full,played3,best3,top23,top33,total3,games3,seasons3,played5,best5,top25,top35,total5,games5,seasons5
Grant Dubose,2023,1,0,1,0.0,0.0,0.0,3.0999999999999996,2,1,1,0.0,0.0,0.0,3.0999999999999996,2,1
Tyler Scott,2023,1,0,1,2.7615384615384615,2.7615384615384615,2.7615384615384615,37.4,14,2,1,2.7615384615384615,2.7615384615384615,2.7615384615384615,37.4,14,2
Tre Tucker,2023,1,0,1,9.511764705882353,8.558823529411764,7.546907993966816,362.8,47,3,1,9.511764705882353,8.558823529411764,7.546907993966816,362.8,47,3
Joseph Ngata,2023,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
CJ Johnson,2023,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Justin Shorter,2023,1,0,1,0.0,0.0,0.0,0.0,3,1,1,0.0,0.0,0.0,0.0,3,1
Kearis Jackson,2023,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Tank Dell,2023,1,0,1,16.5,13.25,13.25,305.0,24,2,1,16.5,13.25,13.25,305.0,24,2
Xavier Hutchinson,2023,1,0,1,6.125,4.057954545454545,3.2695887445887446,143.6,41,3,1,6.125,4.057954545454545,3.2695887445887446,143.6,41,3
Malik Knowles,2023,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
DeMario Douglas,2023,1,0,1,9.23125,8.444196428571429,7.625297619047619,350.7,46,3,1,9.23125,8.444196428571429,7.625297619047619,350.7,46,3
Michael Jefferson,2023,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Kayshon Boutte,2023,1,0,1,8.864285714285714,8.49547619047619,8.49547619047619,249.9,32,3,1,8.864285714285714,8.49547619047619,8.49547619047619,249.9,32,3
Jaray Jenkins,2023,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jacob Copeland,2023,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Dontay Demus Jr.,2023,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Rakim Jarrett,2023,1,0,1,3.566666666666667,2.6166666666666667,2.6166666666666667,31.400000000000002,12,2,1,3.566666666666667,2.6166666666666667,2.6166666666666667,31.400000000000002,12,2
Ronnie Bell,2023,1,0,1,3.85,3.85,3.85,45.3,13,3,1,3.85,3.85,3.85,45.3,13,3
Jayden Reed,2023,1,0,1,13.575,12.581617647058824,11.621078431372547,462.7,38,3,1,13.575,12.581617647058824,11.621078431372547,462.7,38,3
Malik Heath,2023,1,0,1,6.34,4.565833333333333,3.7391269841269836,79.8,24,3,1,6.34,4.565833333333333,3.7391269841269836,79.8,24,3
Jonathan Mingo,2023,1,0,1,5.653333333333333,3.9766666666666666,2.884444444444444,120.5,34,3,1,5.653333333333333,3.9766666666666666,2.884444444444444,120.5,34,3
Trey Palmer,2023,1,0,1,5.629411764705883,4.574705882352942,4.574705882352942,130.9,27,2,1,5.629411764705883,4.574705882352942,4.574705882352942,130.9,27,2
Josh Downs,2023,1,0,1,13.014285714285714,11.127731092436974,10.301820728291316,477.69999999999993,47,3,1,13.014285714285714,11.127731092436974,10.301820728291316,477.69999999999993,47,3
Antoine Green,2023,1,0,1,0.0,0.0,0.0,1.2,2,1,1,0.0,0.0,0.0,1.2,2,1
Jaxon Smith-Njigba,2023,1,0,1,21.170588235294115,18.02647058823529,14.954901960784312,762.7,51,3,1,21.170588235294115,18.02647058823529,14.954901960784312,762.7,51,3
Marvin Mims,2023,1,0,1,8.09375,7.213541666666666,6.469027777777778,299.2,46,3,1,8.09375,7.213541666666666,6.469027777777778,299.2,46,3
Mitchell Tinsley,2023,1,0,1,3.95,3.95,3.95,31.6,8,1,1,3.95,3.95,3.95,31.6,8,1
Parker Washington,2023,1,0,1,11.54375,9.502644230769231,8.512873931623933,320.9,35,3,1,11.54375,9.502644230769231,8.512873931623933,320.9,35,3
Andrei Iosivas,2023,1,0,1,7.052941176470589,6.523137254901961,6.222832244008715,260.4,41,3,1,7.052941176470589,6.523137254901961,6.222832244008715,260.4,41,3
Charlie Jones,2023,1,0,1,4.14,2.2842857142857143,2.2842857142857143,34.2,21,3,1,4.14,2.2842857142857143,2.2842857142857143,34.2,21,3
Rashee Rice,2023,1,0,1,18.7625,16.021875,16.021875,427.5,27,3,1,18.7625,16.021875,16.021875,427.5,27,3
Jalen Wayne,2023,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jalen Brooks,2023,1,0,1,2.9749999999999996,2.2975,2.2975,56.199999999999996,20,3,1,2.9749999999999996,2.2975,2.2975,56.199999999999996,20,3
Jason Brownlee,2023,1,0,1,4.15,4.15,4.15,16.6,7,2,1,4.15,4.15,4.15,16.6,7,2
Elijah Higgins,2023,1,0,1,4.033333333333333,3.7738095238095237,3.6550887021475256,143.6,40,3,1,4.033333333333333,3.7738095238095237,3.6550887021475256,143.6,40,3
Michael Wilson,2023,1,0,1,12.976470588235294,10.8920814479638,9.855137631975866,459.6,46,3,1,12.976470588235294,10.8920814479638,9.855137631975866,459.6,46,3
Derius Davis,2023,1,0,1,3.6454545454545455,3.1691558441558443,2.218831168831169,81.30000000000001,36,3,1,3.6454545454545455,3.1691558441558443,2.218831168831169,81.30000000000001,36,3
Quentin Johnston,2023,1,0,1,13.169230769230769,12.407948717948718,10.115103066867773,439.90000000000003,45,3,1,13.169230769230769,12.407948717948718,10.115103066867773,439.90000000000003,45,3
Jalin Hyatt,2023,1,0,1,4.638461538461538,3.029230769230769,2.4917094017094015,83.0,29,3,1,4.638461538461538,3.029230769230769,2.4917094017094015,83.0,29,3
Cedric Tillman,2023,1,0,1,8.933333333333334,6.966666666666667,5.983838383838385,184.60000000000002,32,3,1,8.933333333333334,6.966666666666667,5.983838383838385,184.60000000000002,32,3
Jake Bobo,2023,1,0,1,4.064285714285715,3.382142857142857,2.5214285714285714,90.60000000000001,30,3,1,4.064285714285715,3.382142857142857,2.5214285714285714,90.60000000000001,30,3
Jordan Addison,2023,1,0,1,14.166666666666666,13.592156862745098,12.278104575163399,568.9,46,3,1,14.166666666666666,13.592156862745098,12.278104575163399,568.9,46,3
Colton Dowell,2023,1,0,1,0.0,0.0,0.0,1.3,2,1,1,0.0,0.0,0.0,1.3,2,1
Dontayvion Wicks,2023,1,0,1,7.983999999999999,7.241999999999999,6.771589743589743,306.06,45,3,1,7.983999999999999,7.241999999999999,6.771589743589743,306.06,45,3
A.T. Perry,2023,1,0,1,7.575,7.575,7.575,60.6,8,1,1,7.575,7.575,7.575,60.6,8,1
Jermaine Burton,2024,0,0,1,3.675,3.675,3.675,14.7,4,1,1,3.675,3.675,3.675,14.7,4,1
Tejhaun Palmer,2024,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jacob Cowing,2024,0,0,1,0.0,0.0,0.0,12.7,3,1,1,0.0,0.0,0.0,12.7,3,1
Javon Baker,2024,0,0,1,0.55,0.55,0.55,2.2,4,1,1,0.55,0.55,0.55,2.2,4,1
Xavier Weaver,2024,0,0,1,1.957142857142857,1.957142857142857,1.957142857142857,13.7,9,2,1,1.957142857142857,1.957142857142857,1.957142857142857,13.7,9,2
Efton Chism III,2024,0,0,1,2.0625,2.0625,2.0625,16.5,8,1,1,2.0625,2.0625,2.0625,16.5,8,1
Keon Coleman,2024,0,0,1,8.576923076923077,8.555128205128206,8.555128205128206,213.9,25,2,1,8.576923076923077,8.555128205128206,8.555128205128206,213.9,25,2
Ricky Pearsall,2024,0,0,1,9.844444444444443,9.597222222222221,9.597222222222221,182.1,19,2,1,9.844444444444443,9.597222222222221,9.597222222222221,182.1,19,2
Johnny Wilson,2024,0,0,1,1.6444444444444446,1.6444444444444446,1.6444444444444446,14.8,9,1,1,1.6444444444444446,1.6444444444444446,1.6444444444444446,14.8,9,1
Ladd McConkey,2024,0,0,1,15.05625,13.18125,13.18125,421.8,32,2,1,15.05625,13.18125,13.18125,421.8,32,2
Jalen Coker,2024,0,0,1,8.414545454545454,8.316363636363636,8.316363636363636,182.96,22,2,1,8.414545454545454,8.316363636363636,8.316363636363636,182.96,22,2
Casey Washington,2024,0,0,1,3.08,3.08,3.08,17.8,7,2,1,3.08,3.08,3.08,17.8,7,2
Isaiah Williams,2024,0,0,1,4.046666666666667,4.046666666666667,4.046666666666667,63.300000000000004,16,2,1,4.046666666666667,4.046666666666667,4.046666666666667,63.300000000000004,16,2
Tayvion Robinson,2024,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jamari Thrash,2024,0,0,1,2.5875,1.7270833333333333,1.7270833333333333,25.9,14,2,1,2.5875,1.7270833333333333,1.7270833333333333,25.9,14,2
Kyren Lacy,2024,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Malik Nabers,2024,0,0,1,18.240000000000002,16.2575,16.2575,330.70000000000005,19,2,1,18.240000000000002,16.2575,16.2575,330.70000000000005,19,2
Brian Thomas,2024,0,0,1,16.705882352941178,13.310084033613446,13.310084033613446,422.8,31,2,1,16.705882352941178,13.310084033613446,13.310084033613446,422.8,31,2
Cornelius Johnson,2024,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Roman Wilson,2024,0,0,1,4.288888888888889,4.288888888888889,4.288888888888889,38.6,9,1,1,4.288888888888889,4.288888888888889,4.288888888888889,38.6,9,1
Lideatrick Griffin,2024,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Junior Bergen,2024,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Devontez Walker,2024,0,0,1,4.7,4.7,4.7,46.7,10,2,1,4.7,4.7,4.7,46.7,10,2
Marvin Harrison Jr.,2024,0,0,1,11.558823529411764,11.104411764705883,11.104411764705883,324.3,29,2,1,11.558823529411764,11.104411764705883,11.104411764705883,324.3,29,2
Troy Franklin,2024,0,0,1,10.41764705882353,7.305698529411765,7.305698529411765,244.2,33,2,1,10.41764705882353,7.305698529411765,7.305698529411765,244.2,33,2
Anthony Gould,2024,0,0,1,0.23636363636363636,0.23636363636363636,0.23636363636363636,5.9,12,2,1,0.23636363636363636,0.23636363636363636,0.23636363636363636,5.9,12,2
Julian Fleming,2024,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Bub Means,2024,0,0,1,6.7,6.7,6.7,26.8,4,1,1,6.7,6.7,6.7,26.8,4,1
Luke McCaffrey,2024,0,0,1,5.699999999999999,4.3,4.3,86.1,21,2,1,5.699999999999999,4.3,4.3,86.1,21,2
Ryan Flournoy,2024,0,0,1,7.6,5.1,5.1,132.2,22,2,1,7.6,5.1,5.1,132.2,22,2
Xavier Legette,2024,0,0,1,8.34,7.1466666666666665,7.1466666666666665,214.4,30,2,1,8.34,7.1466666666666665,7.1466666666666665,214.4,30,2
Jackson Meeks,2024,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Ainias Smith,2024,0,0,1,0.0,0.0,0.0,17.7,3,1,1,0.0,0.0,0.0,17.7,3,1
Adonai Mitchell,2024,0,0,1,5.4937499999999995,4.328051470588235,4.328051470588235,141.66,33,2,1,5.4937499999999995,4.328051470588235,4.328051470588235,141.66,33,2
Jordan Whittington,2024,0,0,1,8.75,5.585,5.585,88.8,21,2,1,8.75,5.585,5.585,88.8,21,2
Xavier Worthy,2024,0,0,1,11.7,9.775,9.775,297.1,30,2,1,11.7,9.775,9.775,297.1,30,2
Jha'Quan Jackson,2024,0,0,1,0.0,0.0,0.0,1.3,2,1,1,0.0,0.0,0.0,1.3,2,1
Brenden Rice,2024,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Tahj Washington,2024,0,0,1,0.0,0.0,0.0,4.699999999999999,2,1,1,0.0,0.0,0.0,4.699999999999999,2,1
Devaughn Vele,2024,0,0,1,8.192307692307692,7.7794871794871785,7.7794871794871785,172.8,22,2,1,8.192307692307692,7.7794871794871785,7.7794871794871785,172.8,22,2
Malik Washington,2024,0,0,1,6.864705882352942,5.799019607843137,5.799019607843137,173.5,29,2,1,6.864705882352942,5.799019607843137,5.799019607843137,173.5,29,2
Jalen McMillan,2024,0,0,1,10.415384615384616,8.945192307692308,8.945192307692308,165.3,17,2,1,10.415384615384616,8.945192307692308,8.945192307692308,165.3,17,2
Rome Odunze,2024,0,0,1,12.174999999999999,10.349264705882351,10.349264705882351,291.0,29,2,1,12.174999999999999,10.349264705882351,10.349264705882351,291.0,29,2
Ja'Lynn Polk,2024,0,0,1,2.515384615384615,2.515384615384615,2.515384615384615,32.699999999999996,13,1,1,2.515384615384615,2.515384615384615,2.515384615384615,32.699999999999996,13,1
Malachi Corley,2024,0,0,1,2.6333333333333333,2.0366666666666666,2.0366666666666666,38.800000000000004,17,2,1,2.6333333333333333,2.0366666666666666,2.0366666666666666,38.800000000000004,17,2
Tetairoa McMillan,2025,0,0,1,12.552941176470588,12.552941176470588,12.552941176470588,213.4,17,1,1,12.552941176470588,12.552941176470588,12.552941176470588,213.4,17,1
Andrew Armstrong,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Isaac TeSlaa,2025,0,0,1,5.421428571428572,5.421428571428572,5.421428571428572,75.9,14,1,1,5.421428571428572,5.421428571428572,5.421428571428572,75.9,14,1
KeAndre Lambert-Smith,2025,0,0,1,1.61,1.61,1.61,16.1,10,1,1,1.61,1.61,1.61,16.1,10,1
Kobe Hudson,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jimmy Horn,2025,0,0,1,2.87,2.87,2.87,28.7,10,1,1,2.87,2.87,2.87,28.7,10,1
Tory Horton,2025,0,0,1,8.1375,8.1375,8.1375,65.1,8,1,1,8.1375,8.1375,8.1375,65.1,8,1
Travis Hunter,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Will Sheppard,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
LaJohntay Wester,2025,0,0,1,0.0,0.0,0.0,0.0,14,1,1,0.0,0.0,0.0,0.0,14,1
Elijhah Badger,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Chimere Dike,2025,0,0,1,7.535294117647059,7.535294117647059,7.535294117647059,128.1,17,1,1,7.535294117647059,7.535294117647059,7.535294117647059,128.1,17,1
Dominic Lovett,2025,0,0,1,0.0,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,2,1
Arian Smith,2025,0,0,1,1.0384615384615385,1.0384615384615385,1.0384615384615385,13.5,13,1,1,1.0384615384615385,1.0384615384615385,1.0384615384615385,13.5,13,1
Pat Bryant,2025,0,0,1,5.753846153846154,5.753846153846154,5.753846153846154,74.8,13,1,1,5.753846153846154,5.753846153846154,5.753846153846154,74.8,13,1
Jayden Higgins,2025,0,0,1,7.617647058823529,7.617647058823529,7.617647058823529,129.5,17,1,1,7.617647058823529,7.617647058823529,7.617647058823529,129.5,17,1
Jaylin Noel,2025,0,0,1,4.023529411764706,4.023529411764706,4.023529411764706,68.4,17,1,1,4.023529411764706,4.023529411764706,4.023529411764706,68.4,17,1
Ja'Corey Brooks,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Tai Felton,2025,0,0,1,0.4583333333333333,0.4583333333333333,0.4583333333333333,5.5,12,1,1,0.4583333333333333,0.4583333333333333,0.4583333333333333,5.5,12,1
Kaden Prather,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Roc Taylor,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sam Brown Jr.,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jacolby George,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Xavier Restrepo,2025,0,0,1,0.0,0.0,0.0,7.1,2,1,1,0.0,0.0,0.0,7.1,2,1
Daniel Jackson,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Tre Harris,2025,0,0,1,4.3375,4.3375,4.3375,69.4,16,1,1,4.3375,4.3375,4.3375,69.4,16,1
Jordan Watkins,2025,0,0,1,0.0,0.0,0.0,4.6,2,1,1,0.0,0.0,0.0,4.6,2,1
Antwane Wells Jr.,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Luther Burden,2025,0,0,1,8.526666666666667,8.526666666666667,8.526666666666667,127.9,15,1,1,8.526666666666667,8.526666666666667,8.526666666666667,127.9,15,1
Theo Wease,2025,0,0,1,0.0,0.0,0.0,25.9,3,1,1,0.0,0.0,0.0,25.9,3,1
Junior Bergen,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Isaiah Neyor,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Beaux Collins,2025,0,0,1,1.125,1.125,1.125,4.5,4,1,1,1.125,1.125,1.125,4.5,4,1
Emeka Egbuka,2025,0,0,1,11.511764705882353,11.511764705882353,11.511764705882353,195.7,17,1,1,11.511764705882353,11.511764705882353,11.511764705882353,195.7,17,1
Traeshon Holden,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Tez Johnson,2025,0,0,1,6.16,6.16,6.16,92.4,15,1,1,6.16,6.16,6.16,92.4,15,1
Konata Mumpfield,2025,0,0,1,2.52,2.52,2.52,25.2,10,1,1,2.52,2.52,2.52,25.2,10,1
Nick Nash,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Elic Ayomanor,2025,0,0,1,7.28125,7.28125,7.28125,116.5,16,1,1,7.28125,7.28125,7.28125,116.5,16,1
Jack Bech,2025,0,0,1,3.0285714285714285,3.0285714285714285,3.0285714285714285,42.4,14,1,1,3.0285714285714285,3.0285714285714285,3.0285714285714285,42.4,14,1
Savion Williams,2025,0,0,1,2.125,2.125,2.125,25.5,12,1,1,2.125,2.125,2.125,25.5,12,1
Bru McCoy,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Dont'e Thornton,2025,0,0,1,2.1363636363636362,2.1363636363636362,2.1363636363636362,23.5,11,1,1,2.1363636363636362,2.1363636363636362,2.1363636363636362,23.5,11,1
Josh Kelly,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Isaiah Bond,2025,0,0,1,3.646666666666667,3.646666666666667,3.646666666666667,54.7,15,1,1,3.646666666666667,3.646666666666667,3.646666666666667,54.7,15,1
Matthew Golden,2025,0,0,1,5.0,5.0,5.0,70.0,14,1,1,5.0,5.0,5.0,70.0,14,1
Ricky White,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jalen Royals,2025,0,0,1,0.0,0.0,0.0,2.4,2,1,1,0.0,0.0,0.0,2.4,2,1
Da'Quan Felton,2025,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jaylin Lane,2025,0,0,1,3.4133333333333336,3.4133333333333336,3.4133333333333336,51.2,15,1,1,3.4133333333333336,3.4133333333333336,3.4133333333333336,51.2,15,1
Kyle Williams,2025,0,0,1,3.5142857142857147,3.5142857142857147,3.5142857142857147,49.2,14,1,1,3.5142857142857147,3.5142857142857147,3.5142857142857147,49.2,14,1
Germie Bernard,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jordyn Tyson,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Josh Cameron,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Lewis Bond,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Chase Roberts,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Cyrus Allen,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jeff Caldwell,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Antonio Williams,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Skyler Bell,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Anthony Smith,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
J. Michael Sturdivant,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Eric Rivers,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Dillon Bell,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Zachariah Branch,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Ted Hurst,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Colbie Young,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jalen Walthall,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Omar Cooper Jr.,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Elijah Sarratt,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Kaden Wetjen,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Emmanuel Henderson Jr.,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Kendrick Law,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Chris Bell,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Caullin Lacy,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Aaron Anderson,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Barion Brown,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Chris Hilton,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Zavion Thomas,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
CJ Daniels,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Donaven McCulley,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
De'Zhaun Stribling,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Brenen Thompson,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Harrison Wallace,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Kevin Coleman Jr.,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Dane Key,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Bryce Lance,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Malachi Fields,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Carnell Tate,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Deion Burks,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Malik Benson,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Trebor Pena,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Devonte Ross,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
DT Sheffield,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jordan Hudson,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
CJ Williams,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Eric McAlister,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Chris Brazzell II,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
KC Concepcion,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Caleb Douglas,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Reggie Virgil,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Ja'Kobi Lane,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Makai Lemon,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Denzel Boston,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Vinny Anthony II,2026,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
