Player,Year,pctl_pre,pctl_post,col_match,best_dom,alpha,breakout_age,ever_breakout,nfl_entry_age,swrm_hits,swrm_tested,bench_pass,draft_pick,n_col_seasons
Josh Palmer,2021,0.3473154362416107,0.5453020134228188,repo_id,0.2588805918068253,1.0,21.065023956194388,1.0,21.27857631759069,6,8,,77.0,4
Stanley Morgan Jr.,2019,0.6728187919463087,0.5436241610738255,none,,,,,63.87132101300479,7,8,True,25.0,0
Greg Dortch,2019,0.6644295302013423,0.5385906040268457,repo_id,0.3356272401433692,1.0,19.381245722108144,1.0,20.594113620807665,2,8,,,2
Cody Thompson,2019,0.662751677852349,0.5369127516778524,repo_id,0.270780660670618,1.0,19.75906913073237,1.0,22.973305954825463,5,8,True,,5
Keelan Doss,2019,0.6610738255033557,0.535234899328859,search_school,0.6007751937984496,1.0,20.56947296372348,1.0,22.781656399726216,5,6,False,,4
David Sills,2019,0.6476510067114094,0.5318791946308725,search_school,0.3651034770159366,0.0,22.38193018480493,1.0,23.59479808350445,5,8,True,,3
Antoine Wesley,2019,0.6459731543624161,0.5302013422818792,repo_id,0.3272234968621365,1.0,20.980150581793293,1.0,21.1937029431896,4,8,False,,2
Chris Conley,2015,0.3271812080536913,0.5285234899328859,repo_id,0.295895620246525,1.0,21.971252566735117,1.0,22.184804928131417,7,8,True,76.0,4
Ty Fryfogle,2022,0.6342281879194631,0.5218120805369127,repo_id,0.3992572103431129,1.0,,1.0,,5,8,True,,5
Marquise Brown,2019,0.2869127516778523,0.5201342281879194,repo_id,0.2619788265660269,1.0,21.363449691991782,1.0,21.57700205338809,0,3,,25.0,2
Penny Hart,2019,0.62248322147651,0.5151006711409396,repo_id,0.4392344006568144,1.0,19.277207392197127,1.0,22.49144421629021,0,8,True,,4
Simmie Cobbs,2018,0.6023489932885906,0.5067114093959731,search_school,0.291900878293601,1.0,20.139630390143736,1.0,22.354551676933607,3,8,True,270.0,3
Malcolm Mitchell,2016,0.401006711409396,0.5050335570469798,repo_id,0.3583303645647785,1.0,23.236139630390145,1.0,23.449691991786448,6,8,True,112.0,4
Desmond Fitzpatrick,2021,0.3993288590604026,0.5033557046979866,none,,,,,,0,0,,,0
Jehu Chesson,2017,0.3892617449664429,0.5,repo_id,0.3379103097549699,1.0,21.817932922655714,1.0,23.033538672142367,6,8,True,139.0,4
Preston Williams,2019,0.5956375838926175,0.4966442953020134,repo_id_schoolmismatch,0.4519753344481605,1.0,21.5523613963039,1.0,21.765913757700204,2,8,,,3
Sage Surratt,2021,0.5939597315436241,0.4949664429530201,repo_id,0.3109572417117086,1.0,21.505817932922657,1.0,22.72142368240931,3,6,True,,2
Justyn Ross,2022,0.5889261744966443,0.4916107382550335,repo_id,0.2410959346443217,1.0,18.833675564681723,1.0,22.04791238877481,2,3,True,,3
Auden Tate,2018,0.4781879194630872,0.4882550335570469,repo_id,0.3455040973661122,0.0,20.695414099931558,1.0,20.908966461327857,2,8,,253.0,2
Anthony Schwartz,2021,0.2885906040268456,0.4865771812080537,search_school,0.2595439537763103,0.0,20.109514031485283,1.0,20.32306639288159,4,7,,91.0,3
Dres Anderson,2015,0.5788590604026845,0.4832214765100671,repo_id,0.3358104858104858,1.0,21.23750855578371,1.0,22.45037645448323,4,7,True,270.0,4
Jonathan Adams,2021,0.5788590604026845,0.4832214765100671,none,,,,,,5,8,,270.0,0
Travis Rudolph,2017,0.5771812080536913,0.4815436241610738,repo_id,0.2968352699931647,1.0,19.082819986310746,1.0,21.297741273100616,2,8,True,270.0,3
Artavis Scott,2017,0.5738255033557047,0.4765100671140939,repo_id,0.3156580493537015,1.0,20.0082135523614,1.0,22.223134839151268,0,8,True,270.0,3
James Proche,2020,0.4647651006711409,0.4731543624161073,repo_id,0.3967819091106762,1.0,20.0684462696783,1.0,23.279945242984255,2,6,True,201.0,4
Noel Thomas,2017,0.5687919463087249,0.4714765100671141,repo_id_schoolmismatch,0.4298930921052631,1.0,20.073921971252567,1.0,22.28884325804244,2,6,False,270.0,4
Jaylen Smith,2019,0.5654362416107382,0.4681208053691275,repo_id,0.2463951451672829,1.0,20.205338809034902,1.0,21.418206707734427,4,8,True,,4
Ryan Davis,2019,0.5654362416107382,0.4681208053691275,repo_id_schoolmismatch,0.2437797892343347,1.0,28.637919233401774,1.0,29.8507871321013,3,8,True,270.0,3
Josh Johnson,2022,0.5637583892617449,0.4647651006711409,none,,,,,35.6331279945243,0,4,True,160.0,0
Keyarris Garrett,2016,0.5604026845637584,0.4630872483221476,repo_id,0.3795785917496443,1.0,20.05201916495551,1.0,23.263518138261464,4,8,True,270.0,5
Jordan Payton,2016,0.3439597315436241,0.4614093959731543,repo_id,0.3210234705656021,1.0,21.11978097193703,1.0,22.33264887063655,5,8,,154.0,4
Richie James,2018,0.4614093959731543,0.4597315436241611,repo_id,0.3456544635723106,1.0,20.109514031485283,1.0,22.324435318275157,5,8,False,240.0,3
Nelson Spruce,2016,0.5536912751677853,0.4580536912751677,repo_id,0.3822991871560559,1.0,19.860369609856264,1.0,23.071868583162217,5,8,True,270.0,4
Ezell Ruffin,2015,0.552013422818792,0.4546979865771812,repo_id,0.2480956709821008,1.0,,1.0,,1,8,True,270.0,3
Roger Lewis,2016,0.5469798657718121,0.4530201342281879,repo_id,0.3765155889145496,1.0,20.88158795345654,1.0,22.094455852156056,3,8,False,270.0,2
Mike Strachan,2021,0.4563758389261745,0.4513422818791946,none,,,,,23.38672142368241,6,8,True,229.0,0
Tre Turner,2022,0.5385906040268457,0.4496644295302013,repo_id,0.2354223852646161,1.0,,1.0,,1,8,,,4
Isaiah Coulter,2020,0.3305369127516778,0.447986577181208,search_school,0.3443096476025419,1.0,19.07460643394935,1.0,21.286789869952088,4,8,,171.0,3
Travis Fulgham,2019,0.4429530201342282,0.4446308724832215,repo_id,0.3658390308264363,1.0,21.089664613278572,1.0,23.301848049281315,7,8,True,184.0,4
Geronimo Allison,2016,0.5268456375838926,0.4429530201342282,repo_id,0.2447256932557343,1.0,21.738535249828885,1.0,21.95208761122519,4,8,,,2
Collin Johnson,2020,0.313758389261745,0.4412751677852349,repo_id,0.2615772739839646,1.0,21.05954825462012,1.0,22.272416153319643,2,3,True,165.0,4
DeRunnya Wilson,2016,0.5251677852348994,0.4379194630872483,none,,,,,,2,8,True,270.0,0
Jhamon Ausbon,2021,0.5218120805369127,0.4328859060402684,repo_id,0.2561200237670826,1.0,,1.0,,5,8,,,3
James Quick,2017,0.5201342281879194,0.4312080536912752,repo_id,0.1955503706645485,1.0,,0.0,,1,8,True,270.0,4
Joe Reed,2020,0.2953020134228188,0.4261744966442953,search_school,0.2427555565867013,0.0,20.77754962354552,1.0,21.99041752224504,5,5,True,151.0,4
Isaiah McKoy,2021,0.511744966442953,0.4211409395973154,search_school,0.3543828659748289,1.0,19.72621492128679,1.0,20.94182067077344,1,7,True,,3
Isaiah McKenzie,2017,0.2936241610738255,0.4194630872483221,repo_id,0.344594930417495,1.0,21.51950718685832,1.0,21.73305954825462,5,8,True,172.0,3
Drew Morgan,2017,0.5050335570469798,0.4161073825503356,repo_id,0.2822025428904558,1.0,20.867898699520875,1.0,22.083504449007528,3,8,True,270.0,3
Mario Alford,2015,0.4161073825503356,0.4144295302013422,repo_id,0.3261950982771172,1.0,22.63655030800821,1.0,22.85010266940452,4,8,True,238.0,2
Anthony Johnson BUF,2019,0.4899328859060403,0.4077181208053691,repo_id_schoolmismatch,0.4859360076408787,1.0,17.869952087611225,1.0,19.082819986310746,3,7,True,242.0,2
Deon Cain,2018,0.3959731543624161,0.4043624161073825,repo_id,0.2877839033702653,1.0,21.182751540041068,1.0,21.39630390143737,3,8,True,185.0,3
Dax Milne,2021,0.3959731543624161,0.4043624161073825,search_school,0.270434008762322,1.0,21.31416837782341,1.0,21.527720739219717,1,4,True,258.0,3
Donovan Peoples-Jones,2020,0.3808724832214765,0.3976510067114094,repo_id,0.2718821682965109,0.0,19.652292950034223,1.0,20.865160848733744,6,6,,187.0,3
Devin Duvernay,2020,0.2533557046979866,0.3959731543624161,repo_id,0.324884505450678,1.0,22.088980150581797,1.0,22.302532511978097,6,8,,92.0,4
Makai Polk,2022,0.4865771812080537,0.3942953020134228,repo_id_schoolmismatch,0.2279656639152369,1.0,19.19780971937029,1.0,20.410677618069816,2,7,,,3
Rico Bussey,2021,0.4815436241610738,0.3909395973154362,search_school,0.3177355869414216,1.0,20.635181382614647,1.0,22.85010266940452,6,8,True,,5
Devante Davis,2015,0.4798657718120805,0.3892617449664429,repo_id,0.466988727858293,1.0,,1.0,,5,8,True,270.0,4
Geremy Davis,2015,0.3741610738255033,0.384228187919463,repo_id_schoolmismatch,0.2868104982206405,1.0,21.763175906913077,1.0,22.976043805612598,7,8,True,186.0,4
Johnny Johnson II,2022,0.4731543624161073,0.3808724832214765,none,,,,,53.55783709787816,2,8,,169.0,0
Mike Woods,2022,0.3674496644295302,0.3775167785234899,search_school,0.0056027820710973,0.0,,0.0,21.78781656399726,3,5,,202.0,1
Dezmin Lewis,2015,0.3624161073825503,0.3758389261744966,fuzzy,0.9019607843137256,1.0,19.860369609856264,1.0,22.072553045859,0,0,,234.0,4
Nyqwan Murray,2019,0.4681208053691275,0.3741610738255033,repo_id,0.2136230423176718,1.0,,1.0,,0,8,False,,4
T.J. Vasher,2021,0.4664429530201342,0.3724832214765101,repo_id,0.2061289560699102,0.0,20.128678986995208,1.0,22.34360027378508,4,5,,,5
Samori Toure,2022,0.3573825503355705,0.3708053691275167,search_school,0.3190155949774342,1.0,23.561943874058866,1.0,23.77549623545517,0,0,,258.0,3
Victor Bolden,2017,0.4630872483221476,0.3691275167785235,search_school,0.2707438449449973,1.0,20.531143052703623,1.0,21.74674880219028,2,8,False,,4
Tavares Martin,2018,0.4597315436241611,0.3640939597315436,none,,,,,,1,8,,270.0,0
Mecole Hardman,2019,0.2114093959731543,0.360738255033557,repo_id,0.1869854102778552,0.0,,0.0,20.80766598220397,4,8,True,56.0,2
Ben Skowronek,2021,0.337248322147651,0.3590604026845637,search_school,0.2529798761609907,1.0,20.301163586584533,1.0,23.515400410677618,2,2,True,249.0,5
Rodney Adams,2017,0.2667785234899328,0.3573825503355705,repo_id,0.3351431691337054,1.0,21.08145106091718,1.0,22.297056810403834,5,8,False,170.0,4
Henry Ruggs,2020,0.197986577181208,0.3557046979865771,search_school,0.1819411057692307,0.0,,0.0,20.93634496919918,4,6,,12.0,3
Darren Carrington,2018,0.4530201342281879,0.3523489932885906,none,,,,,51.22792607802874,5,8,False,134.0,0
Braxton Berrios,2018,0.3238255033557047,0.348993288590604,repo_id,0.2796290859267958,1.0,22.026009582477755,1.0,22.239561943874055,4,8,True,210.0,4
Jester Weah,2018,0.4496644295302013,0.3473154362416107,repo_id,0.3295082779815604,1.0,21.68651608487337,1.0,22.899383983572896,6,8,True,270.0,3
Tanner Conner,2022,0.447986577181208,0.3456375838926174,search_school,0.2058823529411764,1.0,23.572895277207397,1.0,23.786447638603697,0,0,,,4
Dai'Jean Dixon,2022,0.4463087248322148,0.3439597315436241,search_school,0.5387453874538746,1.0,20.996577686516083,1.0,23.211498973305957,3,8,,,4
Simi Fehoko,2021,0.2634228187919463,0.3389261744966443,search_school,0.3834630028141036,1.0,21.94113620807666,1.0,23.156741957563312,6,7,True,179.0,3
Shi Smith,2021,0.3187919463087248,0.337248322147651,repo_id,0.4174757281553398,1.0,21.971252566735117,1.0,22.184804928131417,6,8,,204.0,4
Noah Brown,2017,0.3171140939597315,0.3355704697986577,repo_id,0.206891544270185,0.0,20.774811772758383,1.0,20.98836413415469,2,6,True,239.0,2
DaVaris Daniels,2015,0.4312080536912752,0.3305369127516778,repo_id,0.2527568372002244,0.0,,1.0,,4,8,True,270.0,2
Trevor Davis,2016,0.2600671140939597,0.3271812080536913,repo_id,0.1349363197189284,0.0,,0.0,22.494182067077343,7,8,True,163.0,4
ArDarius Stewart,2017,0.2046979865771812,0.3255033557046979,repo_id,0.2908150821911126,1.0,22.85284052019165,1.0,23.066392881587955,4,7,,79.0,3
Robby Anderson,2016,0.4295302013422818,0.3238255033557047,repo_id,0.3295424621461488,1.0,,1.0,,5,8,False,,2
Cody Core,2016,0.3036912751677852,0.3221476510067114,repo_id,0.2063885647607934,0.0,20.49555099247091,1.0,21.70841889117043,4,8,True,199.0,4
Emanuel Hall,2019,0.4261744966442953,0.3187919463087248,repo_id,0.2211296412838262,1.0,21.40177960301164,1.0,21.61533196440794,5,6,True,270.0,4
Jaylen Waddle,2021,0.0016778523489932,0.3104026845637584,repo_id,0.1544787449392712,0.0,,0.0,22.102669404517453,1,4,,6.0,3
Josh Harper,2015,0.4110738255033557,0.3087248322147651,repo_id,0.3151277139208174,1.0,,1.0,,1,8,True,270.0,4
John Metchie,2022,0.0016778523489932,0.296979865771812,repo_id,0.1958900059136605,0.0,,0.0,21.45653661875428,0,3,,44.0,3
Van Jefferson,2020,0.0016778523489932,0.296979865771812,repo_id,0.1965809794757163,1.0,,0.0,23.43326488706365,1,3,,57.0,4
Kevin Austin,2022,0.3825503355704698,0.2953020134228188,repo_id,0.2375816993464052,1.0,21.544147843942504,1.0,21.75770020533881,6,8,,,3
Chris Moore,2016,0.2248322147651006,0.2936241610738255,repo_id,0.2424219117593832,0.0,20.331279945242983,1.0,22.54346338124572,6,8,True,107.0,4
Korey Robertson,2018,0.3708053691275167,0.2919463087248322,repo_id,0.4271867991028516,1.0,,1.0,,3,8,True,270.0,3
Jalin Marshall,2016,0.3691275167785235,0.2902684563758389,repo_id,0.2287276235395005,0.0,20.23545516769336,1.0,20.449007529089663,6,8,True,270.0,2
Terry Godwin,2019,0.2768456375838926,0.2885906040268456,repo_id,0.2454297022238974,0.0,20.97741273100616,1.0,22.190280629705683,3,8,,237.0,4
Velus Jones,2022,0.0016778523489932,0.2785234899328859,fuzzy,0.2267966922365486,0.0,24.42984257357974,1.0,24.643394934976044,4,6,,71.0,5
Braxton Miller,2016,0.0016778523489932,0.2785234899328859,repo_id,0.1483974702540465,0.0,,0.0,23.08555783709788,6,8,True,85.0,1
Danny Gray,2022,0.0016778523489932,0.2785234899328859,repo_id,0.2252641994021304,1.0,22.54072553045859,1.0,22.75427789185489,3,6,,105.0,2
Jalen Hurd,2019,0.0016778523489932,0.2785234899328859,repo_id_schoolmismatch,0.2156124919109364,1.0,22.72689938398357,1.0,22.94045174537988,6,7,True,67.0,4
Terry McLaurin,2019,0.0016778523489932,0.2785234899328859,repo_id,0.1796819085487077,0.0,,0.0,23.29637234770705,6,8,True,76.0,3
Stacy Coley,2017,0.3624161073825503,0.2768456375838926,repo_id,0.2724466891133558,0.0,19.42505133470226,1.0,22.639288158795345,4,8,True,219.0,4
Quartney Davis,2020,0.3506711409395973,0.2701342281879195,repo_id,0.2293129770992366,0.0,20.522929500342237,1.0,21.73579739904175,3,5,,,2
DaMarkus Lodge,2019,0.3355704697986577,0.2634228187919463,search_school,0.2135562040091347,0.0,20.42710472279261,1.0,21.639972621492127,2,8,True,,4
K.J. Osborn,2020,0.1946308724832214,0.2583892617449664,repo_id,0.266318124207858,1.0,21.347022587268995,1.0,22.55989048596852,6,8,True,176.0,4
DeAndre Smelter,2015,0.1929530201342282,0.2567114093959731,repo_id,0.3788213047589032,1.0,21.867214236824093,1.0,23.08008213552361,3,4,,132.0,2
Kendrick Bourne,2017,0.3255033557046979,0.2550335570469799,fuzzy,0.1914285714285714,0.0,,0.0,21.412731006160165,5,8,False,,4
Jamari Staples,2017,0.3187919463087248,0.25,repo_id,0.1416281373844121,0.0,,0.0,,5,7,,270.0,1
Austin Watkins,2021,0.3154362416107382,0.2483221476510067,repo_id,0.3477544367982614,1.0,21.659137577002053,1.0,22.874743326488705,4,5,True,,3
Da'Ron Brown,2015,0.261744966442953,0.2432885906040268,repo_id,0.3559237439079289,1.0,22.067077344284737,1.0,23.279945242984255,6,8,True,233.0,4
Mack Hollins,2017,0.1728187919463087,0.2416107382550335,repo_id,0.2303928022822032,1.0,21.078713210130047,1.0,23.29363449691992,3,4,,118.0,3
Gabe Marks,2017,0.3104026845637584,0.2399328859060402,repo_id,0.3006203521750857,1.0,,1.0,,1,8,True,270.0,4
Bug Howard,2017,0.3070469798657718,0.2348993288590604,repo_id,0.2418350389224175,0.0,21.880903490759756,1.0,22.094455852156056,6,8,True,270.0,4
Jakobi Meyers,2019,0.3036912751677852,0.2332214765100671,repo_id,0.2487087116725885,0.0,20.930869267624917,1.0,22.143737166324435,6,8,True,,3
Whop Philyor,2021,0.3020134228187919,0.2315436241610738,repo_id,0.2316151530568981,1.0,21.20739219712525,1.0,22.42299794661191,1,8,True,,4
Jovon Durante,2019,0.2986577181208054,0.2281879194630872,repo_id,0.3339648069979148,1.0,,1.0,,2,8,,270.0,3
Brandon Smith,2021,0.2953020134228188,0.2265100671140939,repo_id_schoolmismatch,0.2300067204301075,0.0,18.50787132101301,1.0,19.72347707049966,4,6,True,120.0,3
Dareke Young,2022,0.2516778523489933,0.2248322147651006,none,,,,,22.57905544147844,0,0,,233.0,0
Dede Westbrook,2017,0.1510067114093959,0.2231543624161074,repo_id,0.3815991108566424,1.0,22.899383983572896,1.0,23.1129363449692,2,8,False,110.0,2
J.J. Nelson,2015,0.2885906040268456,0.2181208053691275,repo_id,0.3746069984892409,1.0,19.47433264887064,1.0,22.688569472963724,4,8,,159.0,4
Jaleel Scott,2018,0.0016778523489932,0.197986577181208,repo_id,0.2761636674374183,1.0,22.64202600958248,1.0,22.855578370978783,4,8,True,132.0,2
Riley Ridley,2019,0.0016778523489932,0.197986577181208,repo_id,0.2224003345413995,1.0,22.2340862422998,1.0,22.4476386036961,4,8,True,126.0,3
Marquez Valdes-Scantling,2018,0.0016778523489932,0.197986577181208,repo_id_schoolmismatch,0.2671375962504184,1.0,23.014373716632445,1.0,23.227926078028748,6,8,True,174.0,4
Cornell Powell,2021,0.0016778523489932,0.197986577181208,repo_id,0.2183551626787615,0.0,22.9596167008898,1.0,23.173169062286107,6,8,True,181.0,5
Hunter Renfrow,2019,0.0016778523489932,0.197986577181208,repo_id,0.1795304108904708,0.0,,0.0,23.03080082135524,3,8,False,149.0,4
John Hightower,2020,0.0016778523489932,0.197986577181208,repo_id,0.25771675588111,1.0,23.37303216974675,1.0,23.586584531143053,6,8,,168.0,2
Ryan Switzer,2017,0.0016778523489932,0.197986577181208,repo_id,0.2458934662818158,1.0,21.94661190965092,1.0,22.16016427104723,2,8,True,133.0,4
Keith Mumphery,2015,0.0016778523489932,0.197986577181208,repo_id,0.1667800453514739,1.0,,0.0,22.573579739904176,3,8,True,175.0,4
Vince Mayle,2015,0.0016778523489932,0.197986577181208,repo_id,0.2293614794138171,1.0,23.342915811088297,1.0,23.5564681724846,5,8,,123.0,2
Aaron Fuller,2020,0.2835570469798658,0.1963087248322147,repo_id,0.2373272255889042,1.0,21.0403832991102,1.0,22.25325119780972,0,7,,,4
Bisi Johnson,2019,0.2265100671140939,0.1929530201342282,search_school,0.1850752508361204,0.0,,0.0,21.793292265571527,6,7,True,247.0,4
Jazz Ferguson,2019,0.2818791946308724,0.1912751677852349,repo_id_schoolmismatch,0.7804347826086957,1.0,21.75496235455168,1.0,21.968514715947983,5,8,False,270.0,2
Deon Long,2015,0.2802013422818792,0.1895973154362416,repo_id,0.4699128285193859,1.0,20.33675564681725,1.0,23.550992470910334,4,8,True,270.0,3
Frank Darby,2021,0.2181208053691275,0.1845637583892617,repo_id,0.2856848458084934,0.0,22.09993155373032,1.0,23.31553730321697,4,8,True,187.0,4
Freddie Swain,2020,0.2181208053691275,0.1845637583892617,repo_id,0.1721731380299155,0.0,,0.0,21.409993155373037,6,8,True,214.0,4
Ray-Ray McCloud,2018,0.2030201342281879,0.1795302013422818,search_school,0.1056932327070955,0.0,,0.0,21.21286789869952,1,8,True,187.0,3
Reggie Roberson,2022,0.2701342281879195,0.1778523489932885,search_school,0.2190150032615785,0.0,20.00273785078713,1.0,23.21697467488022,1,5,,,5
Kolby Listenbee,2016,0.1946308724832214,0.174496644295302,repo_id,0.1428512238653748,0.0,,0.0,21.932922655715263,4,6,True,192.0,4
Tre Nixon,2021,0.1845637583892617,0.1728187919463087,repo_id_schoolmismatch,0.1971981316416392,0.0,,0.0,22.93223819301848,6,8,True,242.0,4
Amba Etta-Tawo,2017,0.2583892617449664,0.1677852348993288,repo_id_schoolmismatch,0.4817153971103702,1.0,22.92950034223135,1.0,23.143052703627653,4,8,True,270.0,4
Alex Wesley,2019,0.2533557046979866,0.1661073825503355,search_school,0.5858085808580857,1.0,20.969199178644764,1.0,23.1813826146475,3,8,True,270.0,2
Isaiah Weston,2022,0.25,0.1644295302013423,search_school,0.3056628056628057,1.0,19.97262149212868,1.0,24.186173853524984,6,6,True,,3
Racey McMath,2021,0.1442953020134228,0.1627516778523489,repo_id,0.0526648710414626,0.0,,0.0,21.5523613963039,4,8,,205.0,3
K.J. Hill,2020,0.1375838926174496,0.1610738255033557,repo_id,0.190485884907709,0.0,,0.0,22.2943189596167,0,6,True,220.0,4
Byron Pringle,2018,0.2483221476510067,0.1593959731543624,repo_id,0.3545810877021068,1.0,22.910335386721425,1.0,24.123203285420946,5,8,True,,2
Javon Wims,2018,0.0016778523489932,0.1459731543624161,repo_id,0.2822826360095489,1.0,23.093771389459278,1.0,23.307323750855577,3,8,,224.0,2
Montrell Washington,2022,0.0016778523489932,0.1459731543624161,search_school,0.3157051282051282,1.0,22.590006844626966,1.0,22.803559206023277,0,0,,162.0,1
Marcell Ateman,2018,0.0016778523489932,0.1459731543624161,repo_id,0.2223599365326979,0.0,23.08008213552361,1.0,23.29363449691992,5,8,True,228.0,4
Kaelin Clay,2015,0.0016778523489932,0.1459731543624161,repo_id_schoolmismatch,0.2017509727626459,1.0,22.784394250513348,1.0,22.99794661190965,3,8,True,184.0,1
Charone Peake,2016,0.0016778523489932,0.1459731543624161,repo_id,0.153294567312404,0.0,,0.0,23.208761122518823,6,8,True,241.0,5
Dylan Cantrell,2018,0.0016778523489932,0.1459731543624161,repo_id,0.1940525587828492,0.0,,0.0,23.509924709103355,6,8,True,191.0,4
Omar Bayless,2020,0.2365771812080536,0.1375838926174496,repo_id,0.4340347727801602,1.0,22.830937713894592,1.0,23.04449007529089,4,8,True,,4
Michael Rector,2017,0.2365771812080536,0.1375838926174496,repo_id,0.2109331084879145,0.0,,1.0,,6,8,True,270.0,4
Tello Luckett,2015,0.2365771812080536,0.1375838926174496,none,,,,,,0,0,,270.0,0
Billy Brown,2017,0.2332214765100671,0.1342281879194631,none,,,,,23.786447638603697,5,8,True,270.0,0
Tyre Brady,2019,0.2332214765100671,0.1342281879194631,repo_id,0.3943139574180466,1.0,,1.0,,4,8,True,270.0,3
Speedy Noil,2017,0.2265100671140939,0.1325503355704698,repo_id,0.1375097663186306,0.0,,0.0,,4,6,True,270.0,3
Alonzo Russell,2016,0.2231543624161074,0.1308724832214765,repo_id,0.3052631578947368,0.0,20.043805612594117,1.0,23.255304585900067,2,8,True,270.0,4
Marquez North,2016,0.2214765100671141,0.1291946308724832,repo_id,0.1669824827353882,1.0,,0.0,20.698151950718685,7,8,True,270.0,3
Adam Humphries,2015,0.2114093959731543,0.1258389261744966,search_school,0.0814146976964528,0.0,,0.0,21.522245037645447,0,0,,,4
Dontario Drummond,2022,0.209731543624161,0.1241610738255033,repo_id,0.3343328935268481,1.0,24.147843942505133,1.0,24.36139630390144,3,6,,,3
Jake Wienke,2018,0.2080536912751678,0.12248322147651,none,,,,,,0,0,,270.0,0
Trishton Jackson,2020,0.2063758389261745,0.1208053691275167,repo_id_schoolmismatch,0.416303971325733,1.0,21.60164271047228,1.0,21.815195071868583,4,6,,,4
Greg Ward,2017,0.197986577181208,0.1191275167785234,fuzzy,0.0509986264246204,0.0,,0.0,21.475701574264203,2,8,True,,3
Trevon Grimes,2021,0.1845637583892617,0.1157718120805369,repo_id,0.1626510924594933,0.0,,0.0,,7,8,True,,4
Davon Grayson,2018,0.1845637583892617,0.1157718120805369,repo_id,0.2315051920556508,0.0,22.11088295687885,1.0,22.324435318275157,2,8,True,270.0,4
Brennan Eagles,2021,0.174496644295302,0.1124161073825503,none,,,,,,5,7,,,0
Kendrick Rogers,2020,0.1644295302013423,0.1073825503355704,repo_id_schoolmismatch,0.1512977099236641,0.0,,0.0,43.22518822724162,3,8,True,,3
Slade Bolden,2022,0.1644295302013423,0.1073825503355704,repo_id,0.0714628917800118,0.0,,0.0,22.93223819301848,1,6,,,3
Devon Williams,2022,0.1610738255033557,0.1040268456375839,repo_id,0.1898967075532601,1.0,,0.0,,3,6,,,4
Chris Lacy,2018,0.1543624161073825,0.0973154362416107,repo_id,0.1096076606583072,0.0,,0.0,21.927446954141,3,8,True,,4
Johnny Holton,2016,0.1526845637583892,0.0956375838926174,repo_id,0.1354695595138955,0.0,,0.0,24.36139630390144,5,8,False,270.0,2
Byron Marshall,2016,0.1459731543624161,0.0922818791946308,repo_id,0.1751798979769963,1.0,,0.0,21.880903490759756,4,8,True,270.0,4
Mekale McKay,2016,0.1459731543624161,0.0922818791946308,repo_id,0.2061276195302037,0.0,21.196440793976727,1.0,22.409308692676248,4,8,True,270.0,4
Javon McKinley,2021,0.1426174496644295,0.0906040268456375,search_school,0.2258336258336258,1.0,22.5160848733744,1.0,22.729637234770703,0,0,,,2
Tony Brown,2020,0.1375838926174496,0.087248322147651,none,,,,,49.63175906913073,2,7,True,135.0,0
Bralon Addison,2016,0.1375838926174496,0.087248322147651,repo_id,0.2712292670601187,1.0,20.0082135523614,1.0,22.220396988364133,3,8,True,270.0,3
Cam Worthy,2015,0.1325503355704698,0.0838926174496644,repo_id,0.1695833472328785,0.0,,0.0,22.7378507871321,3,4,True,270.0,2
Keon Hatcher,2017,0.1325503355704698,0.0838926174496644,repo_id,0.2969796045461622,1.0,20.09308692676249,1.0,22.308008213552363,4,5,True,270.0,5
Duke Williams,2016,0.0016778523489932,0.0016778523489932,none,,,,,25.21286789869952,3,8,True,105.0,0
Robert Foster,2018,0.0016778523489932,0.0016778523489932,repo_id,0.0624783200362889,0.0,,0.0,23.655030800821358,4,8,,270.0,4
Stephen Guidry,2020,0.0016778523489932,0.0016778523489932,repo_id,0.2145193674284296,1.0,22.55715263518138,1.0,22.770704996577688,3,8,,,2
Darrell Stewart,2020,0.0016778523489932,0.0016778523489932,none,,,,,,4,5,True,,0
Steven Mitchell,2018,0.0016778523489932,0.0016778523489932,search_school,0.1538461538461538,0.0,,0.0,23.668720054757017,2,8,True,,4
Tim Jones,2021,0.0016778523489932,0.0016778523489932,repo_id,0.2802492506704527,0.0,22.420260095824776,1.0,22.633812457221083,7,8,True,,4
Quincy Adeboyejo,2017,0.0016778523489932,0.0016778523489932,repo_id,0.1694093311882326,0.0,,0.0,21.60438056125941,5,8,False,,4
Jeff Thomas,2020,0.0016778523489932,0.0016778523489932,none,,,,,,3,6,,,0
Juwan Johnson,2020,0.0016778523489932,0.0016778523489932,repo_id,0.1217348350128433,0.0,,0.0,23.299110198494184,5,8,True,,4
Austin Mack,2020,0.0016778523489932,0.0016778523489932,repo_id,0.0802456568946796,0.0,,0.0,22.33538672142368,3,7,,,4
Binjimen Victor,2020,0.0016778523489932,0.0016778523489932,repo_id,0.1402687296416938,0.0,,0.0,,4,6,False,,4
Lawrence Cager,2020,0.0016778523489932,0.0016778523489932,repo_id,0.2435566699616654,0.0,21.15263518138261,1.0,22.36550308008213,2,3,,,4
Quadree Henderson,2018,0.0016778523489932,0.0016778523489932,repo_id,0.0674754634678298,0.0,,0.0,21.30321697467488,6,8,True,,3
Bobo Wilson,2017,0.0016778523489932,0.0016778523489932,none,,,,,21.935660506502398,0,0,,270.0,0
