Player,Year,era,is_udfa,udfa_type,tier,rbpi_post,rbpi_pre,raw_post,raw_pre,diamond_score,is_diamond,is_star_pre,is_star_post,low_conf,low_conf_reason,actual_fantasy_pctl,pick,nfl_entry_age,breakout_age,best_dom,best_rec_ydshare,career_ypc,avg_ppa,explosion_p,best_scrim_yds,best_rush_share,recruit_stars,similar
Royce Freeman,2018,historical,0,,9,0.8627450980392157,0.9607843137254902,41.031048748000586,11.206524099887844,0.21300175917831574,0,1,0,0,,0.6271929824561403,71.0,21.85352498288844,18.639288158795345,0.2966626941875504,0.1036331149493746,5.93558606124604,0.2665,0.4805491341819187,2184.0,0.4685430463576159,4.0,"[{'p': 'Nick Chubb', 'y': 2018, 'sim': 66.0, 'fant': 0.925}, {'p': 'Ezekiel Elliott', 'y': 2016, 'sim': 60.0, 'fant': 0.991}, {'p': 'Jonathan Taylor', 'y': 2020, 'sim': 60.0, 'fant': 0.965}, {'p': 'David Cobb', 'y': 2015, 'sim': 58.0, 'fant': 0.276}, {'p': 'Kenneth Dixon', 'y': 2016, 'sim': 57.0, 'fant': 0.658}, {'p': 'Zach Charbonnet', 'y': 2023, 'sim': 57.0, 'fant': 0.759}]"
Nyheim Hines,2018,historical,0,,8,0.7124183006535948,0.5424836601307189,30.600883737510735,10.563708674970364,-0.03538865459881679,0,0,0,0,,0.6447368421052632,104.0,21.136208076659823,20.92265571526352,0.22243068584532,0.1551877032219923,5.422480620155039,0.1893333333333333,0.5668712898490994,1264.0,0.4078674948240166,,"[{'p': 'Kenneth Gainwell', 'y': 2021, 'sim': 63.0, 'fant': 0.548}, {'p': 'Jarquez Hunter', 'y': 2025, 'sim': 62.0, 'fant': None}, {'p': 'Jahmyr Gibbs', 'y': 2023, 'sim': 62.0, 'fant': 0.982}, {'p': 'Ito Smith', 'y': 2018, 'sim': 58.0, 'fant': 0.509}, {'p': 'Eric Gray', 'y': 2023, 'sim': 58.0, 'fant': 0.246}, {'p': 'Darwin Thompson', 'y': 2019, 'sim': 58.0, 'fant': 0.395}]"
Mark Walton,2018,historical,0,,8,0.7581699346405228,0.6862745098039216,32.111963717595245,10.777188518197317,0.09742406937632227,0,0,0,0,,0.09210526315789473,112.0,20.761122518822724,18.546201232032853,0.2690692533082285,0.0812534664448142,5.063451776649746,0.1376666666666666,0.1827165715855766,1357.0,0.4988066825775656,4.0,"[{'p': 'Jermar Jefferson', 'y': 2021, 'sim': 66.0, 'fant': 0.513}, {'p': 'Jordan James', 'y': 2025, 'sim': 65.0, 'fant': None}, {'p': 'Kyren Williams', 'y': 2022, 'sim': 63.0, 'fant': 0.961}, {'p': 'Ronald Jones II', 'y': 2018, 'sim': 60.0, 'fant': 0.803}, {'p': 'Myles Gaskin', 'y': 2019, 'sim': 60.0, 'fant': 0.842}, {'p': 'Jarquez Hunter', 'y': 2025, 'sim': 56.0, 'fant': None}]"
Ito Smith,2018,historical,0,,7,0.6274509803921569,0.46405228758169936,27.93686873243646,10.452653558740469,-0.05734179476492901,0,0,0,0,,0.5087719298245614,126.0,22.308008213552363,20.09308692676249,0.3370399638744638,0.1268824094841397,5.53170731707317,0.10775,0.5231736270569485,1918.0,0.5102880658436214,3.0,"[{'p': 'Tyler Badie', 'y': 2022, 'sim': 71.0, 'fant': 0.237}, {'p': 'Jarquez Hunter', 'y': 2025, 'sim': 65.0, 'fant': None}, {'p': 'Sean Tucker', 'y': 2023, 'sim': 64.0, 'fant': 0.456}, {'p': 'Kenneth Gainwell', 'y': 2021, 'sim': 63.0, 'fant': 0.548}, {'p': 'Eric Gray', 'y': 2023, 'sim': 63.0, 'fant': 0.246}, {'p': 'Myles Gaskin', 'y': 2019, 'sim': 61.0, 'fant': 0.842}]"
Kalen Ballage,2018,historical,0,,5,0.477124183006536,0.30718954248366015,25.240395618391858,10.02127151824953,-0.5906892974342842,0,0,0,0,,0.5175438596491229,131.0,22.028747433264886,20.815879534565365,0.2811065027403348,0.1507553841208614,4.408888888888889,0.03075,0.6259368233240817,1005.0,0.2849364791288566,4.0,"[{'p': 'Dwayne Washington', 'y': 2016, 'sim': 59.0, 'fant': 0.342}, {'p': 'Karlos Williams', 'y': 2015, 'sim': 59.0, 'fant': 0.776}, {'p': 'Raheim Sanders', 'y': 2025, 'sim': 58.0, 'fant': None}, {'p': 'Seth McGowan', 'y': 2026, 'sim': 56.0, 'fant': None}, {'p': 'Javorius Allen', 'y': 2015, 'sim': 55.0, 'fant': 0.715}, {'p': 'Kaleb Johnson', 'y': 2025, 'sim': 54.0, 'fant': None}]"
Chase Edmonds,2018,historical,0,,6,0.5555555555555556,0.4444444444444444,26.40501577349403,10.396256107422516,-0.11019704714569992,0,0,0,1,no reliable college production data (thin CFBD team-season),0.6929824561403509,134.0,21.71937029431896,99.0,,,4.409090909090909,0.2489999999999999,0.4180721814043217,250.0,0.7222222222222222,3.0,"[{'p': 'Darius Jackson', 'y': 2016, 'sim': 52.0, 'fant': 0.092}, {'p': 'Gus Edwards', 'y': 2018, 'sim': 51.0, 'fant': 0.632}, {'p': 'Jerome Ford', 'y': 2022, 'sim': 50.0, 'fant': 0.754}, {'p': 'Zach Zenner', 'y': 2015, 'sim': 49.0, 'fant': 0.43}, {'p': 'Joshua Kelley', 'y': 2020, 'sim': 49.0, 'fant': 0.461}, {'p': 'Jordan James', 'y': 2025, 'sim': 48.0, 'fant': None}]"
Jordan Wilkins,2018,historical,0,,5,0.43790849673202614,0.1568627450980392,24.373199771862325,9.407502747787962,-0.20804719097948157,0,0,0,0,,0.3815789473684211,169.0,23.457905544147845,23.24435318275154,0.2191148353774651,0.0611519918802334,6.275985663082437,0.2236666666666666,0.4695456886759679,1252.0,0.4223433242506812,,"[{'p': 'Trey Sermon', 'y': 2021, 'sim': 64.0, 'fant': 0.333}, {'p': 'Wayne Gallman', 'y': 2017, 'sim': 61.0, 'fant': 0.544}, {'p': 'Brian Robinson Jr.', 'y': 2022, 'sim': 59.0, 'fant': 0.825}, {'p': 'Joe Williams', 'y': 2017, 'sim': 58.0, 'fant': 0.092}, {'p': 'Isaiah Davis', 'y': 2024, 'sim': 57.0, 'fant': None}, {'p': 'Dexter Williams', 'y': 2019, 'sim': 57.0, 'fant': 0.092}]"
John Kelly,2018,historical,0,,4,0.38562091503267976,0.3660130718954248,23.315141413107742,10.201381877093045,-0.06766450343954904,0,0,0,0,,0.09210526315789473,176.0,21.24298425735797,21.02943189596167,0.3331569965870307,0.1434740882917466,4.81039755351682,0.0733333333333333,0.3711244944244228,1077.0,0.4666666666666667,3.0,"[{'p': 'Jason Huntley', 'y': 2020, 'sim': 60.0, 'fant': 0.092}, {'p': 'David Montgomery', 'y': 2019, 'sim': 56.0, 'fant': 0.921}, {'p': 'Michael Wiley', 'y': 2024, 'sim': 55.0, 'fant': None}, {'p': 'Mike Davis', 'y': 2015, 'sim': 55.0, 'fant': 0.478}, {'p': 'Dare Ogunbowale', 'y': 2017, 'sim': 55.0, 'fant': 0.377}, {'p': 'Sean Tucker', 'y': 2023, 'sim': 55.0, 'fant': 0.456}]"
Boston Scott,2018,historical,0,,5,0.42483660130718953,0.8431372549019608,24.210801000230695,10.96033265705912,-0.1664892283331199,0,0,0,1,no athletic testing at all,0.7982456140350878,201.0,22.68309377138946,22.469541409993155,0.2299679487179487,0.0603937270603937,6.386759581881533,0.2966666666666667,,1221.0,0.3699186991869919,,"[{'p': 'Jerome Ford', 'y': 2022, 'sim': 68.0, 'fant': 0.754}, {'p': 'Mike Boone', 'y': 2018, 'sim': 66.0, 'fant': 0.535}, {'p': 'Wendell Smallwood', 'y': 2016, 'sim': 65.0, 'fant': 0.592}, {'p': 'Dexter Williams', 'y': 2019, 'sim': 60.0, 'fant': 0.092}, {'p': 'Kylin Hill', 'y': 2021, 'sim': 60.0, 'fant': 0.189}, {'p': 'Gus Edwards', 'y': 2018, 'sim': 59.0, 'fant': 0.632}]"
David Williams,2018,historical,0,,2,0.11764705882352941,0.09803921568627451,19.491866895915653,8.849213562590194,-0.8228345894246081,0,0,0,1,no verified birth date,0.09210526315789473,226.0,24.0,,0.2108956865731632,0.0693711967545639,4.769736842105263,0.13225,0.3403215696522783,827.0,0.2565789473684211,,"[{'p': ""Ja'Quinden Jackson"", 'y': 2025, 'sim': 59.0, 'fant': None}, {'p': 'Darrel Williams', 'y': 2018, 'sim': 58.0, 'fant': 0.474}, {'p': 'Brittain Brown', 'y': 2022, 'sim': 57.0, 'fant': 0.092}, {'p': 'Keaontay Ingram', 'y': 2022, 'sim': 57.0, 'fant': 0.211}, {'p': 'Dare Ogunbowale', 'y': 2017, 'sim': 56.0, 'fant': 0.377}, {'p': 'Ryquell Armstead', 'y': 2019, 'sim': 56.0, 'fant': 0.316}]"
Bo Scarbrough,2018,historical,0,,2,0.1111111111111111,0.23529411764705882,19.449931575017196,9.812599563555715,0.1428698882811822,0,0,0,0,,0.5745614035087719,236.0,21.256673511293634,20.04380561259412,0.1539720872347991,0.0402511078286558,5.662921348314606,0.1833333333333333,0.887644683188706,834.0,0.2077051926298157,5.0,"[{'p': 'Kendall Milton', 'y': 2024, 'sim': 69.0, 'fant': None}, {'p': 'CJ Donaldson', 'y': 2026, 'sim': 63.0, 'fant': None}, {'p': 'Dwayne Washington', 'y': 2016, 'sim': 61.0, 'fant': 0.342}, {'p': 'Keaontay Ingram', 'y': 2022, 'sim': 58.0, 'fant': 0.211}, {'p': 'Phil Mafah', 'y': 2025, 'sim': 57.0, 'fant': None}, {'p': 'Trey Benson', 'y': 2024, 'sim': 57.0, 'fant': None}]"
Nick Bawden,2018,historical,0,,3,0.23529411764705882,0.058823529411764705,20.841629664716585,8.347632171379182,-0.8314663783884352,0,0,0,1,no athletic testing at all,0.09210526315789473,237.0,21.52772073921972,99.0,0.0207297987996237,0.0677212061295106,3.9166666666666665,0.431,,141.0,0.0216962524654832,,"[{'p': 'Brandon Wilson', 'y': 2017, 'sim': 70.0, 'fant': 0.092}, {'p': 'Chandler Cox', 'y': 2019, 'sim': 69.0, 'fant': 0.092}, {'p': 'Rod Smith', 'y': 2015, 'sim': 66.0, 'fant': 0.68}, {'p': 'Malik Davis', 'y': 2022, 'sim': 62.0, 'fant': 0.39}, {'p': 'Kene Nwangwu', 'y': 2021, 'sim': 62.0, 'fant': 0.325}, {'p': 'Cullen Gillaspia', 'y': 2019, 'sim': 59.0, 'fant': 0.092}]"
Justin Jackson,2018,historical,0,,5,0.4444444444444444,0.5882352941176471,24.672706310631774,10.611535326841043,-0.10786391547338528,0,0,0,0,,0.6052631578947368,251.0,21.69472963723477,18.480492813141684,0.3763145226986595,0.1120331950207468,4.7635726795096325,0.07775,0.5636269037306976,1743.0,0.6131687242798354,,"[{'p': 'LeQuint Allen', 'y': 2025, 'sim': 66.0, 'fant': None}, {'p': 'Tyler Ervin', 'y': 2016, 'sim': 59.0, 'fant': 0.092}, {'p': 'Rasheen Ali', 'y': 2024, 'sim': 57.0, 'fant': None}, {'p': 'Roman Hemby', 'y': 2026, 'sim': 56.0, 'fant': None}, {'p': 'Demond Claiborne', 'y': 2026, 'sim': 56.0, 'fant': None}, {'p': 'Will Shipley', 'y': 2024, 'sim': 55.0, 'fant': None}]"
Josh Jacobs,2019,historical,0,,10,0.9673202614379085,0.8431372549019608,68.37639961132558,10.96033265705912,0.002946473471007814,0,0,1,0,,0.8991228070175439,24.0,20.8870636550308,99.0,0.13882098293863,0.0620384047267356,5.904761904761905,0.386,0.2579544981119784,887.0,0.2131438721136767,,"[{'p': 'Dameon Pierce', 'y': 2022, 'sim': 63.0, 'fant': 0.706}, {'p': 'Tony Jones', 'y': 2020, 'sim': 61.0, 'fant': 0.232}, {'p': 'DeeJay Dallas', 'y': 2020, 'sim': 60.0, 'fant': 0.5}, {'p': 'Snoop Conner', 'y': 2022, 'sim': 58.0, 'fant': 0.224}, {'p': 'Jase McClellan', 'y': 2024, 'sim': 58.0, 'fant': None}, {'p': 'Rhamondre Stevenson', 'y': 2021, 'sim': 57.0, 'fant': 0.846}]"
Miles Sanders,2019,historical,0,,9,0.8366013071895425,0.2875816993464052,40.47647837051742,9.97426037942131,0.09703730218806404,0,0,0,0,,0.8640350877192983,53.0,21.67008898015058,21.45653661875428,0.2072407045009784,0.0478156174750602,5.985454545454545,0.0513333333333333,0.6661628987147956,1410.0,0.4294117647058823,5.0,"[{'p': 'Dexter Williams', 'y': 2019, 'sim': 64.0, 'fant': 0.092}, {'p': 'Zamir White', 'y': 2022, 'sim': 59.0, 'fant': 0.373}, {'p': 'Damien Harris', 'y': 2019, 'sim': 58.0, 'fant': 0.789}, {'p': 'Wendell Smallwood', 'y': 2016, 'sim': 57.0, 'fant': 0.592}, {'p': 'Trey Sermon', 'y': 2021, 'sim': 57.0, 'fant': 0.333}, {'p': 'Joe Williams', 'y': 2017, 'sim': 56.0, 'fant': 0.092}]"
Darrell Henderson,2019,historical,0,,9,0.8235294117647058,0.8431372549019608,39.760918770370836,10.96033265705912,1.0090102403203614,1,0,0,0,,0.7719298245614035,70.0,21.36892539356605,20.15605749486653,0.3149173702173523,0.0869949867295783,8.22505800464037,0.3686666666666666,0.4691560593493307,2204.0,0.3543046357615894,3.0,"[{'p': 'J.K. Dobbins', 'y': 2020, 'sim': 62.0, 'fant': 0.75}, {'p': 'Devin Singletary', 'y': 2019, 'sim': 60.0, 'fant': 0.811}, {'p': 'Trayveon Williams', 'y': 2019, 'sim': 60.0, 'fant': 0.263}, {'p': 'Javonte Williams', 'y': 2021, 'sim': 57.0, 'fant': 0.794}, {'p': 'Anthony McFarland Jr.', 'y': 2020, 'sim': 57.0, 'fant': 0.228}, {'p': 'Kenneth Gainwell', 'y': 2021, 'sim': 57.0, 'fant': 0.548}]"
David Montgomery,2019,historical,0,,8,0.7712418300653595,0.35294117647058826,34.76295939772882,10.150220034512326,0.007754647217450271,0,0,0,0,,0.9210526315789473,73.0,21.56878850102669,20.35592060232717,0.3005942580777938,0.0834272829763247,4.652733118971061,0.068,0.2800078278782645,1442.0,0.6231884057971014,3.0,"[{'p': 'Alexander Mattison', 'y': 2019, 'sim': 67.0, 'fant': 0.588}, {'p': 'Benny Snell Jr.', 'y': 2019, 'sim': 64.0, 'fant': 0.412}, {'p': 'Corey Clement', 'y': 2017, 'sim': 62.0, 'fant': 0.553}, {'p': 'Mike Davis', 'y': 2015, 'sim': 60.0, 'fant': 0.478}, {'p': 'David Cobb', 'y': 2015, 'sim': 60.0, 'fant': 0.276}, {'p': 'Tyler Allgeier', 'y': 2022, 'sim': 58.0, 'fant': 0.662}]"
Devin Singletary,2019,historical,0,,8,0.7908496732026143,0.9215686274509803,37.14160840536718,11.12661164380037,0.7046250916006802,1,1,0,0,,0.8114035087719298,74.0,21.32785763175907,19.11567419575633,0.3758788193630049,0.0663761314113308,6.007002801120448,0.2813333333333334,0.2506824215843543,2118.0,0.4574468085106383,3.0,"[{'p': 'Trayveon Williams', 'y': 2019, 'sim': 76.0, 'fant': 0.263}, {'p': 'Dylan Sampson', 'y': 2025, 'sim': 64.0, 'fant': None}, {'p': 'Myles Gaskin', 'y': 2019, 'sim': 63.0, 'fant': 0.842}, {'p': 'J.K. Dobbins', 'y': 2020, 'sim': 62.0, 'fant': 0.75}, {'p': 'Darrell Henderson', 'y': 2019, 'sim': 62.0, 'fant': 0.772}, {'p': 'Jaret Patterson', 'y': 2021, 'sim': 62.0, 'fant': 0.338}]"
Damien Harris,2019,historical,0,,8,0.7320261437908496,0.32679738562091504,31.33122555768855,10.05123542304852,-0.33912646408001523,0,0,0,0,,0.7894736842105263,87.0,21.88637919233402,20.673511293634498,0.1731477318145483,0.0419407894736842,6.455882352941177,0.1629999999999999,0.544974707018372,1139.0,0.2664298401420959,5.0,"[{'p': 'DeeJay Dallas', 'y': 2020, 'sim': 68.0, 'fant': 0.5}, {'p': 'Dameon Pierce', 'y': 2022, 'sim': 65.0, 'fant': 0.706}, {'p': 'Mike Weber', 'y': 2019, 'sim': 64.0, 'fant': 0.092}, {'p': 'Jase McClellan', 'y': 2024, 'sim': 63.0, 'fant': None}, {'p': 'Jonathan Williams', 'y': 2016, 'sim': 60.0, 'fant': 0.465}, {'p': 'Miles Sanders', 'y': 2019, 'sim': 59.0, 'fant': 0.864}]"
Alexander Mattison,2019,historical,0,,7,0.6862745098039216,0.5032679738562091,29.678533398568085,10.515263420492118,0.27472907118337664,0,0,0,0,,0.5877192982456141,102.0,20.53661875427789,19.32375085557837,0.2857757906938235,0.0772368778895839,4.864027538726334,0.1343333333333333,0.5089956902770073,1585.0,0.5956607495069034,3.0,"[{'p': 'David Montgomery', 'y': 2019, 'sim': 65.0, 'fant': 0.921}, {'p': 'Israel Abanikanda', 'y': 2023, 'sim': 63.0, 'fant': 0.272}, {'p': 'Benny Snell Jr.', 'y': 2019, 'sim': 59.0, 'fant': 0.412}, {'p': 'Cam Akers', 'y': 2020, 'sim': 58.0, 'fant': 0.689}, {'p': 'David Cobb', 'y': 2015, 'sim': 58.0, 'fant': 0.276}, {'p': 'Tyler Allgeier', 'y': 2022, 'sim': 58.0, 'fant': 0.662}]"
Bryce Love,2019,historical,0,,8,0.7516339869281046,0.738562091503268,31.864031813497824,10.940345373071946,0.2816176450410215,0,0,0,0,,0.09210526315789473,112.0,21.4839151266256,20.27104722792608,0.3722925499901947,0.0843170320404721,6.78207381370826,0.1977499999999999,,2151.0,0.5717391304347826,,"[{'p': 'Myles Gaskin', 'y': 2019, 'sim': 62.0, 'fant': 0.842}, {'p': 'Ito Smith', 'y': 2018, 'sim': 62.0, 'fant': 0.509}, {'p': 'Dylan Sampson', 'y': 2025, 'sim': 61.0, 'fant': None}, {'p': 'J.K. Dobbins', 'y': 2020, 'sim': 60.0, 'fant': 0.75}, {'p': 'Tyjae Spears', 'y': 2023, 'sim': 60.0, 'fant': 0.684}, {'p': 'Jarquez Hunter', 'y': 2025, 'sim': 60.0, 'fant': None}]"
Justice Hill,2019,historical,0,,6,0.5359477124183006,0.1895424836601307,26.030603989268073,9.65150185433432,0.2910852518035295,0,0,0,0,,0.2894736842105263,113.0,21.13073237508556,19.91786447638604,0.2237648200816591,0.0375568294129274,5.599683544303797,0.1443333333333333,0.8638545267929664,1657.0,0.5414141414141415,3.0,"[{'p': 'Darrynton Evans', 'y': 2020, 'sim': 67.0, 'fant': 0.329}, {'p': 'Travis Homer', 'y': 2019, 'sim': 61.0, 'fant': 0.482}, {'p': 'Trevor Etienne', 'y': 2025, 'sim': 57.0, 'fant': None}, {'p': 'Tyjae Spears', 'y': 2023, 'sim': 55.0, 'fant': 0.684}, {'p': 'Kerrith Whyte Jr', 'y': 2019, 'sim': 54.0, 'fant': 0.25}, {'p': 'TreVeyon Henderson', 'y': 2025, 'sim': 54.0, 'fant': None}]"
Benny Snell Jr.,2019,historical,0,,7,0.673202614379085,0.48366013071895425,29.163961213212033,10.498931668329753,0.4773420689684539,1,0,0,0,,0.41228070175438597,122.0,20.843258042436688,18.63107460643395,0.4095405758085184,0.050071530758226,5.241847826086956,0.1996666666666666,0.2111449223117082,1539.0,0.549618320610687,3.0,"[{'p': 'David Montgomery', 'y': 2019, 'sim': 66.0, 'fant': 0.921}, {'p': 'Tyler Allgeier', 'y': 2022, 'sim': 65.0, 'fant': 0.662}, {'p': 'Alex Collins', 'y': 2016, 'sim': 65.0, 'fant': 0.768}, {'p': 'Alexander Mattison', 'y': 2019, 'sim': 63.0, 'fant': 0.588}, {'p': 'Samaje Perine', 'y': 2017, 'sim': 62.0, 'fant': 0.404}, {'p': 'Derrius Guice', 'y': 2018, 'sim': 62.0, 'fant': 0.781}]"
Tony Pollard,2019,historical,0,,7,0.6928104575163399,0.8431372549019608,29.762282892908473,10.96033265705912,0.08935310817193527,0,0,0,0,,0.6710526315789473,128.0,21.67282683093772,99.0,0.1272651338243219,0.1309348274845178,6.728571428571429,0.3356666666666667,0.5024123189835431,997.0,0.1307947019867549,,"[{'p': 'Kenyan Drake', 'y': 2016, 'sim': 65.0, 'fant': 0.785}, {'p': 'James Cook', 'y': 2022, 'sim': 59.0, 'fant': 0.895}, {'p': 'Trestan Ebner', 'y': 2022, 'sim': 57.0, 'fant': 0.197}, {'p': 'Mike Boone', 'y': 2018, 'sim': 54.0, 'fant': 0.535}, {'p': 'Kenny McIntosh', 'y': 2023, 'sim': 53.0, 'fant': 0.285}, {'p': 'Malik Davis', 'y': 2022, 'sim': 53.0, 'fant': 0.39}]"
Ryquell Armstead,2019,historical,0,,3,0.2549019607843137,0.08496732026143791,21.167629231623856,8.7846433879008,-0.3372992110344456,0,0,0,0,,0.3157894736842105,140.0,22.17111567419576,19.95893223819301,0.2407859171706065,0.0229147571035747,4.907504363001745,0.10175,0.3553301102513701,1150.0,0.430327868852459,3.0,"[{'p': 'Jordan Mason', 'y': 2022, 'sim': 65.0, 'fant': 0.583}, {'p': 'Jonathan Williams', 'y': 2016, 'sim': 65.0, 'fant': 0.465}, {'p': ""La'Mical Perine"", 'y': 2020, 'sim': 64.0, 'fant': 0.469}, {'p': 'Keith Marshall', 'y': 2016, 'sim': 64.0, 'fant': 0.092}, {'p': 'Keaontay Ingram', 'y': 2022, 'sim': 63.0, 'fant': 0.211}, {'p': 'Jalen Richard', 'y': 2016, 'sim': 60.0, 'fant': 0.649}]"
Qadree Ollison,2019,historical,0,,5,0.49673202614379086,0.6470588235294118,25.394360671835166,10.7456549124582,-0.255233477361329,0,0,0,0,,0.34649122807017546,152.0,22.313483915126625,19.09924709103354,0.2713041717294451,0.0742725880551301,5.404536862003781,0.1505,0.247630031094598,1279.0,0.4231536926147705,3.0,"[{'p': 'Karlos Williams', 'y': 2015, 'sim': 61.0, 'fant': 0.776}, {'p': 'Keaontay Ingram', 'y': 2022, 'sim': 61.0, 'fant': 0.211}, {'p': 'James Conner', 'y': 2017, 'sim': 59.0, 'fant': 0.943}, {'p': 'Jonathan Williams', 'y': 2016, 'sim': 59.0, 'fant': 0.465}, {'p': 'Nicholas Singleton', 'y': 2026, 'sim': 58.0, 'fant': None}, {'p': ""La'Mical Perine"", 'y': 2020, 'sim': 58.0, 'fant': 0.469}]"
Jordan Scarlett,2019,historical,0,,3,0.22875816993464052,0.0392156862745098,20.811245743564726,7.76204788894007,-0.6558360465586783,0,0,0,0,,0.09210526315789473,154.0,23.485284052019164,21.27310061601643,0.2047365921659339,0.0298719772403982,5.366279069767442,0.1263333333333333,0.2913130607296677,912.0,0.4049773755656108,4.0,"[{'p': 'SaRodorick Thompson', 'y': 2023, 'sim': 62.0, 'fant': 0.092}, {'p': 'Jordan Mason', 'y': 2022, 'sim': 62.0, 'fant': 0.583}, {'p': 'Kelvin Taylor', 'y': 2016, 'sim': 60.0, 'fant': 0.092}, {'p': 'Ulysses Bentley IV', 'y': 2025, 'sim': 60.0, 'fant': None}, {'p': 'Corey Kiner', 'y': 2025, 'sim': 59.0, 'fant': None}, {'p': 'Gus Edwards', 'y': 2018, 'sim': 57.0, 'fant': 0.632}]"
Trayveon Williams,2019,historical,0,,5,0.48366013071895425,0.7450980392156863,25.255802821103057,10.94082937230127,0.4084971696328148,1,0,0,0,,0.2631578947368421,182.0,21.204654346338124,18.99247091033539,0.3445057081365054,0.0845801526717557,6.025,0.1516666666666666,0.4040444066392527,2037.0,0.5122873345935728,,"[{'p': 'Devin Singletary', 'y': 2019, 'sim': 74.0, 'fant': 0.811}, {'p': 'Myles Gaskin', 'y': 2019, 'sim': 65.0, 'fant': 0.842}, {'p': 'J.K. Dobbins', 'y': 2020, 'sim': 64.0, 'fant': 0.75}, {'p': 'Sean Tucker', 'y': 2023, 'sim': 62.0, 'fant': 0.456}, {'p': 'Dylan Sampson', 'y': 2025, 'sim': 62.0, 'fant': None}, {'p': 'Ito Smith', 'y': 2018, 'sim': 60.0, 'fant': 0.509}]"
Ty Johnson,2019,historical,0,,6,0.5424836601307189,0.9738562091503268,26.335924220365804,11.219490915089757,0.13481980172221925,0,1,0,0,,0.5614035087719298,186.0,21.28952772073922,19.077344284736483,0.2078354892860669,0.0889080707811825,7.57183908045977,0.30975,0.6646451820932852,1210.0,0.3215962441314554,3.0,"[{'p': 'Matt Breida', 'y': 2017, 'sim': 60.0, 'fant': 0.728}, {'p': 'Montrell Johnson Jr.', 'y': 2025, 'sim': 58.0, 'fant': None}, {'p': 'Kendre Miller', 'y': 2023, 'sim': 57.0, 'fant': 0.439}, {'p': 'Boston Scott', 'y': 2018, 'sim': 57.0, 'fant': 0.798}, {'p': 'Wendell Smallwood', 'y': 2016, 'sim': 56.0, 'fant': 0.592}, {'p': 'Trey Benson', 'y': 2024, 'sim': 56.0, 'fant': None}]"
Dexter Williams,2019,historical,0,,4,0.3333333333333333,0.33986928104575165,22.544347696876166,10.102998675410134,0.20112749878289538,0,0,0,0,,0.09210526315789473,194.0,21.984941820670773,21.77138945927447,0.2279847116052814,0.0398442180946674,6.365758754863813,0.257,0.6340811651298409,1128.0,0.3073929961089494,4.0,"[{'p': 'Trey Sermon', 'y': 2021, 'sim': 68.0, 'fant': 0.333}, {'p': 'Zamir White', 'y': 2022, 'sim': 63.0, 'fant': 0.373}, {'p': 'Miles Sanders', 'y': 2019, 'sim': 63.0, 'fant': 0.864}, {'p': 'Boston Scott', 'y': 2018, 'sim': 62.0, 'fant': 0.798}, {'p': 'Joe Williams', 'y': 2017, 'sim': 62.0, 'fant': 0.092}, {'p': 'Trey Benson', 'y': 2024, 'sim': 61.0, 'fant': None}]"
Travis Homer,2019,historical,0,,4,0.39869281045751637,0.6928104575163399,23.540409899179018,10.807344064810522,0.09316381352066369,0,0,0,0,,0.4824561403508772,204.0,20.40246406570842,19.189596167008897,0.2126680552925582,0.0852038479157123,5.9880239520958085,0.1096666666666666,0.7614194145153345,1190.0,0.4064837905236907,4.0,"[{'p': 'Donovan Edwards', 'y': 2025, 'sim': 66.0, 'fant': None}, {'p': 'Darrynton Evans', 'y': 2020, 'sim': 65.0, 'fant': 0.329}, {'p': 'Trevor Etienne', 'y': 2025, 'sim': 64.0, 'fant': None}, {'p': 'Will Shipley', 'y': 2024, 'sim': 62.0, 'fant': None}, {'p': 'Jaydon Blue', 'y': 2025, 'sim': 59.0, 'fant': None}, {'p': 'Justice Hill', 'y': 2019, 'sim': 59.0, 'fant': 0.289}]"
Rodney Anderson,2019,historical,0,,4,0.39215686274509803,0.6797385620915033,23.43244632300788,10.771267416871474,0.3269650451043635,0,0,0,0,,0.09210526315789473,211.0,22.302532511978097,21.08966461327857,0.2010858213539746,0.0554787759131293,6.425,0.349,,1442.0,0.3540489642184557,,"[{'p': 'Isaiah Davis', 'y': 2024, 'sim': 62.0, 'fant': None}, {'p': 'Karlos Williams', 'y': 2015, 'sim': 60.0, 'fant': 0.776}, {'p': 'Keaontay Ingram', 'y': 2022, 'sim': 59.0, 'fant': 0.211}, {'p': 'Hassan Haskins', 'y': 2022, 'sim': 59.0, 'fant': 0.298}, {'p': 'Trey Benson', 'y': 2024, 'sim': 59.0, 'fant': None}, {'p': 'Keith Marshall', 'y': 2016, 'sim': 57.0, 'fant': 0.092}]"
